Global Moran's I value is: 718598.1576. It is positive, significantly at 0.01 level.
O, D, V, MoranI, p-value, pattern
11, 31, 961.9291109, 111.53629167326511, 0.4, NS
22, 22, 1306.507667, 457.2034837637172, 0.088, NS
12, 2, 1098.876803, 205.77257766156717, 0.213, NS
6, 7, 1106.127833, 235.83118084116572, 0.172, NS
12, 33, 1112.44808, 319.1489916396099, 0.154, NS
22, 3, 1143.846831, 364.53507493849486, 0.136, NS
33, 7, 1104.790396, 386.7341596987614, 0.089, NS
31, 26, 708.6625096, -338.29050912396366, 0.181, NS
3, 11, 860.3734097, 73.60760174481037, 0.572, NS
15, 20, 1000.587222, -102.28796602699852, 0.472, NS
18, 27, 966.3680117, -3.020031586495289, 0.957, NS
34, 31, 1138.838105, 501.51371205331697, 0.035, HH
11, 3, 1299.061288, 456.00851543641994, 0.058, NS
23, 6, 784.6036588, -169.50541514929702, 0.336, NS
4, 4, 1467.865593, 1167.8059918285876, 0.006, HH
5, 34, 737.2775519, -224.34879367404852, 0.333, NS
12, 13, 1192.935102, 560.8627969357682, 0.024, HH
16, 24, 1221.364591, 386.4118268647299, 0.169, NS
27, 5, 849.833452, -86.55108196307161, 0.503, NS
5, 37, 852.5012848, -84.0277900560552, 0.546, NS
11, 28, 578.8951562, -567.2776441502451, 0.017, LH
16, 20, 1094.325604, 318.8331945284141, 0.214, NS
25, 32, 684.3251947, -202.05847074777918, 0.257, NS
19, 10, 1151.635375, -76.01963086645803, 0.501, NS
17, 31, 1240.216283, 721.6346734079577, 0.006, HH
21, 10, 733.4768406, 497.926477747855, 0.059, NS
13, 32, 762.7905871, -350.30577914653196, 0.084, NS
26, 35, 1066.858588, 360.5480353977469, 0.143, NS
2, 6, 995.102621, 94.76344090271515, 0.548, NS
33, 32, 1148.647899, 403.09152847927237, 0.084, NS
22, 19, 733.5189565, -82.65733470338901, 0.582, NS
21, 13, 949.3383882, -50.689583114598314, 0.644, NS
26, 14, 711.7793165, 265.4320192579103, 0.199, NS
6, 14, 1044.245293, -65.03026395587068, 0.52, NS
25, 27, 1474.530022, 677.9772564533414, 0.019, HH
22, 15, 848.6850701, -69.77907420910832, 0.608, NS
19, 18, 993.6711681, 43.15829057487288, 0.641, NS
35, 4, 778.3262804, -122.68066023185214, 0.485, NS
17, 16, 1145.504691, 75.66855912283684, 0.482, NS
21, 31, 1118.032231, 291.3688159848652, 0.158, NS
6, 27, 1289.779878, 284.5801679907894, 0.127, NS
19, 1, 970.0707294, -4.609757405687588, 0.931, NS
18, 25, 618.1550712, -526.6492313596108, 0.064, NS
26, 13, 976.7232099, -63.05811345248049, 0.569, NS
31, 9, 1057.835054, 330.84553575043793, 0.142, NS
2, 18, 1200.562959, 364.1187939813206, 0.133, NS
15, 17, 909.1907305, 0.16294563994810002, 0.994, NS
27, 25, 973.927395, 99.553515151522, 0.482, NS
15, 4, 1174.106919, 516.38761213955, 0.053, NS
9, 8, 1091.702485, 422.1313191833939, 0.084, NS
9, 11, 1499.977411, 1494.063643889413, 0.0, HH
15, 5, 861.1727346, -118.96321821296272, 0.456, NS
23, 22, 1159.397154, 382.93121535919187, 0.106, NS
31, 13, 1415.149324, 1653.0573307527188, 0.0, HH
29, 26, 980.1315593, 55.94861363975343, 0.676, NS
36, 36, 1293.060564, 433.51308301086823, 0.085, NS
37, 23, 1083.210391, 361.5385527858278, 0.221, NS
7, 36, 1167.727307, 686.7292591569842, 0.022, HH
2, 13, 1123.128046, 556.3648903994551, 0.047, HH
19, 7, 607.5896472, -511.63427881205826, 0.028, LH
25, 21, 993.839688, 180.31724778674499, 0.312, NS
35, 33, 1260.455619, 954.6071624329056, 0.017, HH
17, 35, 1348.959892, 857.1746708843068, 0.004, HH
22, 21, 919.251213, 18.57235809718183, 0.84, NS
9, 2, 1023.08236, 184.5314202073148, 0.234, NS
9, 20, 1176.613133, 288.19092676141264, 0.189, NS
2, 5, 1355.461809, 1282.3934875928658, 0.01, HH
30, 27, 1224.980871, -395.7111729553092, 0.063, NS
35, 37, 679.6965274, -711.3841245246294, 0.023, LH
32, 26, 912.91439, 11.71042219931692, 0.886, NS
26, 25, 716.923532, -163.22960550669865, 0.399, NS
3, 36, 816.6441756, -246.10399847955452, 0.282, NS
5, 4, 1110.675152, 168.3569042866779, 0.392, NS
6, 4, 873.4019401, -42.03087322873668, 0.658, NS
3, 25, 1217.897178, 396.2753833274898, 0.162, NS
32, 23, 969.8281394, 163.11877896369649, 0.367, NS
36, 35, 1182.827036, 465.52242384500715, 0.062, NS
5, 19, 1302.199207, 948.7591663836308, 0.024, HH
17, 6, 763.8775994, 358.3194531325174, 0.125, NS
4, 35, 1097.643691, 461.1014471154175, 0.119, NS
19, 31, 1038.976115, 237.61687508981151, 0.158, NS
12, 24, 774.9586674, -212.43664692184126, 0.276, NS
14, 12, 1155.405455, -217.15255236837513, 0.179, NS
2, 11, 885.9097042, -44.04831644568335, 0.704, NS
37, 19, 1195.666336, 379.63476347130677, 0.175, NS
9, 30, 1512.296479, 905.2561238756643, 0.01, HH
37, 12, 1000.150379, 76.35394478971492, 0.58, NS
20, 33, 677.0952982, -355.58876600129577, 0.16, NS
35, 13, 1106.282262, 395.632066895381, 0.118, NS
2, 29, 976.6493547, 137.40887087256516, 0.418, NS
2, 14, 892.7961827, -37.74517655366279, 0.725, NS
7, 19, 1148.535884, 585.7881682512457, 0.027, HH
16, 27, 801.7657276, -221.5754070731933, 0.25, NS
29, 34, 1169.926275, 816.0978458614964, 0.021, HH
37, 4, 833.5495067, -222.56244405858877, 0.313, NS
19, 16, 603.5234748, -334.2962414694011, 0.096, NS
8, 6, 1258.031236, -677.2912705310371, 0.064, NS
4, 31, 981.941317, 174.29351256971876, 0.359, NS
3, 3, 889.9081533, 25.820453650291466, 0.782, NS
5, 17, 1150.217534, 479.48154137668115, 0.089, NS
11, 9, 872.8851466, 0.29595056283455584, 0.993, NS
11, 22, 1255.503751, 427.6924050627327, 0.04, HH
28, 19, 1127.918392, 635.8242442256078, 0.024, HH
23, 24, 613.2455036, -767.7654149280709, 0.03, LH
16, 25, 1097.996395, 562.6653564328086, 0.08, NS
9, 25, 858.0119105, -103.72201246489229, 0.496, NS
22, 30, 695.05402, -167.47828507748454, 0.381, NS
1, 5, 951.7551112, 26.26085976977067, 0.832, NS
33, 12, 999.5437132, 220.65309153660456, 0.241, NS
19, 27, 1234.485066, 713.8907420359711, 0.006, HH
6, 30, 850.661243, 39.54766394671605, 0.713, NS
19, 9, 418.4361558, -466.18233860754805, 0.04, LH
37, 2, 1085.203323, 225.51056563997668, 0.273, NS
15, 15, 983.8068332, -9.342348258010905, 0.881, NS
33, 13, 1525.847432, 1956.2602332032902, 0.0, HH
18, 34, 1103.880802, 665.9101206349426, 0.022, HH
8, 11, 1122.975285, -94.69763340781881, 0.508, NS
21, 20, 1045.31159, -316.97516969243935, 0.187, NS
28, 28, 1001.471984, 117.43527248717899, 0.382, NS
25, 2, 748.5081409, -362.4729385278322, 0.126, NS
21, 9, 999.2174973, -19.46712557102052, 0.817, NS
19, 23, 779.3042319, -147.22921351116764, 0.38, NS
33, 22, 887.1318584, -14.403029426179335, 0.858, NS
13, 22, 989.7010003, -10.25275601948011, 0.87, NS
19, 29, 864.7908745, -32.80952491597229, 0.674, NS
33, 23, 1103.044229, -18.800096718165825, 0.87, NS
25, 13, 723.9765961, -293.79682561920725, 0.152, NS
18, 11, 1116.852888, 12.619245420696846, 0.855, NS
33, 33, 862.7533626, -96.46755759162377, 0.533, NS
5, 15, 1250.750367, 862.2127450811834, 0.026, HH
3, 12, 1181.780191, -137.07402534038394, 0.362, NS
37, 26, 1149.714939, 538.6257793256916, 0.106, NS
4, 36, 822.6091626, -190.5271089021294, 0.389, NS
30, 36, 707.3887365, -397.21556363963947, 0.123, NS
36, 6, 1248.400407, 278.0237514425922, 0.179, NS
2, 19, 1135.090913, 388.18089097861736, 0.165, NS
30, 3, 1021.977188, -169.13564092987653, 0.332, NS
13, 5, 677.6806435, -446.8641676839803, 0.09, NS
3, 35, 1041.174613, 391.7251010299449, 0.14, NS
5, 30, 1032.588705, 311.961422204662, 0.264, NS
6, 25, 976.7637117, 140.76730583925632, 0.401, NS
15, 11, 708.8344815, -201.81184819311656, 0.206, NS
11, 17, 1013.912936, 82.92227743630181, 0.482, NS
24, 28, 644.7849197, -353.7557656609602, 0.087, NS
25, 12, 1237.581422, 320.656366605342, 0.143, NS
15, 18, 1046.175817, -105.67055079193095, 0.412, NS
7, 7, 1151.408796, 476.0538149723449, 0.034, HH
28, 36, 1048.359829, 369.5093734439417, 0.134, NS
8, 27, 1051.456751, -97.74110513027816, 0.5, NS
23, 16, 905.5914894, -4.433652880894043, 0.945, NS
2, 28, 877.6025334, -38.149436677205365, 0.706, NS
29, 6, 715.9927671, 345.7355834199564, 0.186, NS
11, 15, 805.4697878, 87.66193528928864, 0.521, NS
7, 3, 1028.940417, 3.0492452172644473, 0.961, NS
15, 34, 1006.719038, 209.3400211557209, 0.23, NS
32, 35, 1186.695721, 755.0692707090134, 0.014, HH
21, 30, 931.8312782, -74.93174378109426, 0.618, NS
9, 24, 956.1601198, 98.85821436812391, 0.512, NS
28, 35, 1204.920074, 831.962919877102, 0.011, HH
19, 19, 716.350248, -162.96210259702582, 0.325, NS
32, 4, 1154.014239, 738.232512294543, 0.014, HH
28, 34, 896.2368441, -37.2012184925869, 0.701, NS
36, 11, 957.4130815, 35.6441712157603, 0.672, NS
27, 37, 1315.931709, 26.120632617589624, 0.747, NS
24, 29, 980.5580618, 153.66254107070256, 0.28, NS
12, 7, 833.3387101, -101.98945674774623, 0.407, NS
34, 19, 963.1309535, 64.12799538556665, 0.587, NS
21, 11, 981.4489301, 44.9194541276507, 0.671, NS
8, 12, 826.0948512, -4.199844191963594, 0.952, NS
10, 23, 1012.665604, 239.18096106242072, 0.247, NS
18, 28, 1421.604893, 585.0638414147202, 0.013, HH
16, 21, 847.2674065, -59.72098308470327, 0.63, NS
36, 23, 1190.856733, 531.6430361931258, 0.066, NS
28, 16, 878.4314566, -42.33494848458783, 0.665, NS
1, 26, 1006.587493, 195.2232681953726, 0.358, NS
25, 6, 1054.372108, 263.0684649792912, 0.236, NS
35, 7, 768.9936701, -230.03547010589818, 0.276, NS
19, 2, 1000.062683, 48.77891556468033, 0.603, NS
6, 26, 1205.095412, 421.5971141985389, 0.084, NS
21, 26, 830.5355653, -110.91560581765273, 0.499, NS
16, 23, 854.6992246, 12.070330131701517, 0.917, NS
16, 22, 858.1537921, -25.68884735188681, 0.765, NS
21, 32, 629.191032, -213.0758534749677, 0.255, NS
12, 5, 1417.285689, 1075.2976845015587, 0.002, HH
33, 5, 926.3019611, 55.89299931786708, 0.664, NS
6, 15, 1054.682315, -109.11057843394599, 0.43, NS
11, 34, 1082.598258, 312.44375186220225, 0.123, NS
19, 3, 1001.429894, 106.63417600739142, 0.458, NS
1, 28, 1149.611942, 71.4234060432723, 0.554, NS
16, 34, 1215.588576, 522.7156016195797, 0.075, NS
20, 26, 949.1978175, 36.37043771526412, 0.78, NS
26, 32, 923.7622325, 39.01763017051895, 0.697, NS
23, 13, 1065.075903, 306.50462546770564, 0.143, NS
26, 22, 872.1410698, -54.56509198292881, 0.623, NS
7, 32, 1220.165497, 601.1973868316646, 0.016, HH
5, 10, 1054.926645, 350.7520162778305, 0.169, NS
6, 20, 892.3680485, -0.5339672405560772, 0.992, NS
24, 4, 1219.712644, 340.7735761181243, 0.143, NS
12, 35, 1231.307277, 564.4538271494631, 0.031, HH
33, 15, 1237.076627, 912.9969722019189, 0.012, HH
5, 8, 1172.848062, 504.42290430303206, 0.116, NS
37, 18, 1090.03281, 222.9520141855553, 0.256, NS
2, 37, 1091.50251, 435.34808460581297, 0.116, NS
14, 28, 853.7237313, -29.607147127861058, 0.71, NS
23, 32, 953.3290663, 81.89435039160304, 0.559, NS
13, 28, 807.9383305, -32.53118310535804, 0.691, NS
2, 7, 1179.186679, 531.4798871903112, 0.057, NS
16, 33, 863.1169499, -90.7862130177666, 0.54, NS
7, 6, 1305.918949, -501.96812139417347, 0.061, NS
16, 15, 1163.74931, 414.0516066257251, 0.141, NS
20, 6, 1219.787068, -490.56156508114475, 0.084, NS
30, 16, 1179.884773, -13.916176601874776, 0.848, NS
14, 11, 945.2671216, -28.089077725326067, 0.751, NS
18, 16, 997.3337185, 19.464879285913696, 0.782, NS
23, 30, 940.7070158, 75.16661639284762, 0.613, NS
31, 22, 590.5059295, -389.9139516038776, 0.104, NS
23, 1, 1203.606733, 472.41668402967076, 0.059, NS
11, 36, 1243.229182, 830.9150037192206, 0.012, HH
15, 36, 1150.099762, 631.2446243545539, 0.041, HH
7, 11, 909.0359189, 0.0838705906762284, 0.996, NS
11, 6, 1385.867758, 321.11330596419134, 0.142, NS
6, 23, 783.3562707, -333.78151891077283, 0.173, NS
22, 20, 915.6757257, 10.769153370880147, 0.907, NS
13, 26, 659.4438017, -372.4115001493725, 0.126, NS
36, 5, 1072.611421, 366.92475275560366, 0.145, NS
9, 37, 977.1962846, 206.20383751594167, 0.196, NS
16, 37, 1097.3513, 279.0135176559222, 0.179, NS
27, 28, 995.353455, 107.2478293911061, 0.388, NS
12, 37, 905.2654906, -7.257728267502916, 0.901, NS
33, 31, 688.8312166, -400.16745062126625, 0.096, NS
7, 5, 1079.512325, 376.4327842331596, 0.126, NS
1, 32, 1445.53757, 1089.04378391314, 0.002, HH
25, 1, 1024.93519, 262.79399025834266, 0.197, NS
15, 28, 1129.317219, 413.95051503881047, 0.052, NS
35, 1, 933.9712959, 41.73585250493843, 0.695, NS
36, 10, 1159.620489, -560.4869858304446, 0.017, HH
1, 31, 1010.473413, 220.01155826882072, 0.259, NS
27, 12, 880.0356991, -34.22704817783832, 0.684, NS
22, 25, 1081.622398, 548.5589593393628, 0.092, NS
37, 5, 1410.616568, 1575.0554817155432, 0.002, HH
23, 37, 1159.912743, 413.85508598481977, 0.102, NS
21, 28, 714.9329917, -231.2599629023067, 0.205, NS
27, 9, 964.0163174, 33.210986990737425, 0.685, NS
21, 21, 582.4111947, 429.8428697006963, 0.126, NS
30, 23, 1217.956885, 663.166191724564, 0.034, HH
37, 21, 886.4849355, -26.232096295312523, 0.807, NS
10, 3, 925.7389994, -25.065213353654993, 0.775, NS
29, 28, 1037.145427, 95.14912159603783, 0.481, NS
27, 32, 738.7954547, -346.53004421617817, 0.085, NS
3, 4, 861.2111612, -74.60674267212707, 0.582, NS
33, 6, 728.0871771, -492.94433024434136, 0.086, NS
9, 13, 1055.24859, 419.8564797750361, 0.053, NS
37, 9, 805.0720478, -191.612045314271, 0.31, NS
36, 31, 913.9412218, 8.801458030242877, 0.905, NS
21, 7, 1280.759388, 656.8940974644526, 0.016, HH
5, 21, 1151.919507, 477.67025191061714, 0.115, NS
11, 1, 807.6219924, 108.39305327572602, 0.39, NS
31, 32, 928.3962295, 28.28224979788172, 0.758, NS
2, 32, 1099.321661, 325.6188124451139, 0.144, NS
22, 14, 962.9864334, 69.51997764253686, 0.608, NS
24, 17, 1204.626467, 534.2676393370059, 0.02, HH
30, 32, 1137.756903, 446.6478117303871, 0.061, NS
26, 12, 1050.785211, 223.94249309075266, 0.234, NS
6, 34, 905.8819181, -2.807961337088853, 0.969, NS
27, 18, 921.2690038, 6.100258409023825, 0.931, NS
35, 28, 849.3647874, -49.43399778392146, 0.657, NS
26, 27, 900.5654922, 2.533945350289602, 0.959, NS
24, 2, 788.9659801, -211.82172973479774, 0.207, NS
25, 8, 997.9900991, 145.97452149447196, 0.432, NS
27, 29, 1149.57503, 101.39693672932532, 0.417, NS
27, 7, 753.9602131, -164.90015764139932, 0.257, NS
6, 5, 909.1085842, 1.9104348316398605, 0.978, NS
20, 34, 775.9201818, -410.10387405500103, 0.127, NS
23, 3, 1206.470392, 338.4879953855817, 0.153, NS
24, 15, 742.3459711, -279.177212842589, 0.185, NS
7, 27, 1003.750553, -25.467612325004445, 0.783, NS
8, 33, 635.1849558, -689.8926425786206, 0.06, NS
15, 16, 850.1816351, -64.20184303858099, 0.519, NS
28, 3, 903.1471227, 4.3534340564623735, 0.941, NS
6, 13, 809.8135303, 10.279898021471, 0.857, NS
25, 33, 874.3365961, -42.83922675796599, 0.728, NS
8, 22, 1284.31858, -88.42346848921977, 0.539, NS
23, 29, 891.9609734, -22.345684688323704, 0.797, NS
4, 6, 1139.172622, -453.9196565373706, 0.116, NS
11, 27, 971.435611, 69.39815292342212, 0.557, NS
23, 34, 872.7060732, -48.056935514199495, 0.691, NS
15, 3, 966.6519299, 43.84566857805786, 0.691, NS
13, 23, 978.4266328, 183.28290600943632, 0.334, NS
26, 21, 635.9692133, 226.45545782888647, 0.252, NS
16, 17, 987.6554057, 145.2253451839598, 0.363, NS
22, 4, 1180.435635, 295.7539805370019, 0.203, NS
28, 11, 1362.677148, 22.96643761085108, 0.785, NS
34, 32, 1044.435777, 227.6799752163623, 0.194, NS
24, 35, 1108.776302, 123.80237080277034, 0.423, NS
6, 6, 637.9069293, -239.13230057037248, 0.218, NS
28, 27, 1124.834036, -197.22980782796256, 0.214, NS
16, 5, 825.2035086, -163.5441173151709, 0.413, NS
34, 7, 977.5739555, 143.4796808240004, 0.295, NS
16, 11, 1046.745792, 148.54348526502102, 0.352, NS
35, 2, 1151.142099, 102.62558465609723, 0.53, NS
3, 27, 765.4165698, 207.21465850725858, 0.256, NS
7, 31, 764.2808, -297.51911312684337, 0.12, NS
6, 28, 1046.783852, 183.66370076946976, 0.259, NS
16, 31, 919.4723913, 20.559786766853275, 0.808, NS
36, 19, 813.886792, -87.35391548030447, 0.501, NS
3, 26, 1234.042057, 444.48167906490977, 0.101, NS
21, 6, 1208.567244, 91.97266136532086, 0.548, NS
25, 15, 1240.293319, 866.7313144244558, 0.017, HH
25, 20, 904.3673204, -11.995899592564804, 0.893, NS
37, 14, 904.6811688, -3.850710962067081, 0.938, NS
25, 3, 783.5188276, -184.9382952740768, 0.362, NS
31, 25, 1315.589955, 612.9221259652612, 0.079, NS
21, 36, 800.7893203, -1.4825107683774188, 0.982, NS
14, 26, 1181.099051, 395.76037208146, 0.105, NS
27, 22, 1102.562113, 279.32259608258033, 0.132, NS
8, 32, 1080.096549, 425.8094386119194, 0.11, NS
10, 22, 1053.961186, -74.27416839018518, 0.514, NS
2, 24, 876.8347694, -86.16859734530424, 0.586, NS
26, 29, 905.8719925, 1.1864733958706963, 0.977, NS
30, 11, 1117.529631, -112.8533424947809, 0.38, NS
31, 21, 1232.728199, 457.422871588252, 0.117, NS
22, 28, 1254.897385, 349.29203289768583, 0.116, NS
26, 9, 987.6728985, -93.37321457557823, 0.494, NS
37, 10, 1582.374488, -98.74886881608774, 0.518, NS
27, 33, 1432.506165, 1013.6442410900418, 0.004, HH
29, 36, 1031.953817, 285.80563130739114, 0.25, NS
20, 36, 757.3889861, -140.4381271190278, 0.449, NS
32, 31, 958.4128229, 126.44999280518834, 0.325, NS
2, 34, 671.6624535, -456.64188987885586, 0.122, NS
22, 6, 1259.453188, 775.2036670379186, 0.015, HH
15, 30, 1048.045483, -125.65677979779093, 0.449, NS
25, 18, 772.6242486, -335.5310785532877, 0.127, NS
31, 19, 845.4723732, -93.67739113791885, 0.545, NS
37, 30, 1091.17081, -133.2985662271588, 0.515, NS
33, 10, 1563.508707, 1638.696212651393, 0.0, HH
16, 32, 1026.637416, 292.3994477409415, 0.164, NS
10, 19, 883.7669843, -45.9438033190178, 0.634, NS
26, 3, 1389.369572, -240.22225630303905, 0.286, NS
3, 31, 1115.124807, 435.25179204308205, 0.066, NS
34, 6, 972.6474748, -38.265320840099356, 0.697, NS
13, 19, 689.9770724, -464.41804655689026, 0.073, NS
13, 3, 1367.636719, -500.34987368640185, 0.054, NS
36, 27, 762.7570833, -222.12904051116183, 0.182, NS
35, 17, 1082.663185, 471.46957668750525, 0.092, NS
36, 20, 1190.808945, -342.1069216174766, 0.115, NS
21, 8, 828.5634251, 71.85665612298257, 0.606, NS
27, 23, 1192.312954, 619.2978692785595, 0.06, NS
15, 25, 1130.826405, 543.9413688975815, 0.06, NS
10, 35, 1285.423506, 904.443978940726, 0.013, HH
5, 5, 859.2086954, -50.993208936803256, 0.743, NS
24, 8, 1163.643393, 410.31555908384115, 0.104, NS
6, 16, 877.7894336, -61.735103252244144, 0.546, NS
36, 37, 678.700927, 346.77330293419845, 0.082, NS
1, 11, 982.5935661, -58.837648088390196, 0.587, NS
33, 16, 1163.444407, 390.2877593119802, 0.089, NS
37, 15, 770.7342382, -1.484908903683852, 0.974, NS
6, 2, 992.3883975, -10.261874097315133, 0.868, NS
34, 3, 1046.866325, 0.8379360362616166, 0.985, NS
11, 21, 1198.177873, 37.694914310633884, 0.687, NS
16, 36, 1054.062679, 470.26373455600896, 0.125, NS
27, 27, 894.3517385, -9.853433998652028, 0.858, NS
18, 32, 1047.562342, 227.91335707143372, 0.175, NS
3, 28, 1246.572799, -35.97864741768669, 0.731, NS
5, 18, 1227.705907, 591.4613878818623, 0.041, HH
36, 28, 1041.54232, 217.61049872841963, 0.168, NS
19, 30, 1099.279808, -101.59653191114674, 0.466, NS
22, 8, 1193.340437, 474.009428043335, 0.097, NS
8, 34, 939.3609163, 75.47012051325373, 0.605, NS
15, 9, 1493.938771, 93.95552048405776, 0.431, NS
31, 14, 712.2682624, -401.005317855235, 0.1, NS
33, 4, 1061.721224, 271.69797878034564, 0.22, NS
21, 35, 1145.386371, 285.2720733269058, 0.229, NS
26, 15, 700.2446949, 373.69210005446223, 0.158, NS
33, 14, 820.6067837, -190.4561581320584, 0.303, NS
27, 8, 1055.523939, 40.66560805911243, 0.684, NS
25, 10, 1034.991567, 328.0147963414913, 0.147, NS
15, 29, 1190.726235, 118.47358650838794, 0.391, NS
36, 32, 1220.14747, 339.94651289188295, 0.084, NS
8, 25, 1033.665955, 214.4275548815252, 0.375, NS
9, 1, 995.4857297, 134.88748186142178, 0.328, NS
22, 13, 1047.521647, 177.85877280540734, 0.314, NS
33, 20, 1058.458303, 174.11107336658173, 0.361, NS
33, 29, 837.8610921, -247.04713339835442, 0.211, NS
20, 25, 902.0861255, -6.690467808117194, 0.933, NS
23, 26, 543.4340208, -149.25522089014635, 0.395, NS
7, 4, 1166.524632, 514.1665952787324, 0.056, NS
35, 32, 785.1822713, -341.307033901419, 0.146, NS
15, 7, 1179.157873, 499.13827674533206, 0.031, HH
14, 16, 1043.631851, 32.300012768263095, 0.686, NS
21, 4, 1516.381809, 883.631777455483, 0.014, HH
1, 19, 1036.656468, 214.00822098945676, 0.287, NS
2, 3, 1068.851966, 123.0952235420983, 0.486, NS
19, 21, 795.9559033, -68.84657249679572, 0.557, NS
11, 4, 1108.34325, 339.971293666117, 0.124, NS
27, 31, 836.6145329, -133.34771773680387, 0.348, NS
4, 3, 813.5992747, 249.2206098495668, 0.277, NS
13, 7, 567.0225759, -716.1991431956648, 0.006, LH
20, 32, 1049.997389, 214.14620775115762, 0.232, NS
34, 34, 1290.702553, 819.2270009788582, 0.01, HH
30, 26, 906.8522138, -1.2687178588016361, 0.981, NS
35, 9, 1263.283218, 871.8045880847677, 0.01, HH
33, 11, 968.9615635, 144.16201818030586, 0.353, NS
35, 8, 615.9213533, -940.285177079045, 0.023, LH
19, 34, 962.1874913, 105.73242207697034, 0.437, NS
8, 36, 1205.227842, 764.1753180009811, 0.06, NS
20, 22, 533.6431391, 224.66002527103947, 0.247, NS
28, 33, 871.7544033, -96.75644072918077, 0.485, NS
10, 27, 984.1871861, -115.02297687018621, 0.377, NS
8, 35, 727.9791435, -569.5755163273253, 0.086, NS
9, 12, 1322.647003, 930.1801792732529, 0.002, HH
12, 20, 985.7693826, 165.64274284161968, 0.319, NS
17, 26, 1061.144657, 81.35362219383494, 0.532, NS
13, 12, 1185.393903, -90.55832008198786, 0.452, NS
