O, D, V, GetisG, p-value, pattern
34, 25, 1185.10638, 2.0177122234946157, 0.021, hot
31, 20, 961.6003168, 1.18559533957521, 0.114, NS
21, 3, 674.1320623, -0.5112163095264082, 0.7, NS
2, 31, 930.0056773, 1.645919528431426, 0.04, hot
4, 34, 898.3822962, 2.9487949249185235, 0.001, hot
23, 2, 606.3544819, 1.939949117979578, 0.024, hot
10, 11, 1120.444636, -1.0105176176564514, 0.861, NS
27, 3, 723.9157864, 1.5883377969991448, 0.047, hot
35, 18, 1202.971011, 1.2528029891483243, 0.104, NS
12, 14, 1123.003039, 2.738048606302088, 0.006, hot
31, 7, 921.6501388, 2.14209908370834, 0.014, hot
11, 31, 961.9291109, 2.876085097541246, 0.002, hot
22, 22, 1306.507667, 1.1088063284040963, 0.145, NS
12, 2, 1098.876803, 1.415383639183578, 0.054, NS
6, 7, 1106.127833, 1.5697775400179428, 0.051, NS
12, 33, 1112.44808, 1.7259077484012983, 0.033, hot
22, 3, 1143.846831, 1.3777027527520431, 0.086, NS
33, 7, 1104.790396, 2.2118772348453257, 0.009, hot
31, 26, 708.6625096, 1.8682144945638093, 0.031, hot
3, 11, 860.3734097, -1.8218582780312067, 0.97, cold
15, 20, 1000.587222, -1.3730918749802983, 0.921, NS
18, 27, 966.3680117, -0.1047900753950198, 0.57, NS
34, 31, 1138.838105, 2.9374540627844667, 0.003, hot
11, 3, 1299.061288, 1.1359845926712955, 0.127, NS
23, 6, 784.6036588, 1.484199107106283, 0.056, NS
4, 4, 1467.865593, 1.4073300507544588, 0.098, NS
5, 34, 737.2775519, 1.3390929534448712, 0.105, NS
12, 13, 1192.935102, 2.62051413985156, 0.004, hot
16, 24, 1221.364591, 0.8466102245196196, 0.21, NS
27, 5, 849.833452, 1.6372219943531996, 0.051, NS
5, 37, 852.5012848, 1.6635911662432028, 0.058, NS
11, 28, 578.8951562, 2.6154385547004853, 0.005, hot
16, 20, 1094.325604, 1.5820653297361822, 0.067, NS
25, 32, 684.3251947, 1.2224517339451235, 0.123, NS
19, 10, 1151.635375, -0.5734524916199663, 0.701, NS
17, 31, 1240.216283, 2.882522329552073, 0.0, hot
21, 10, 733.4768406, -3.293216451187261, 1.0, cold
13, 32, 762.7905871, 3.491499347713045, 0.0, hot
26, 35, 1066.858588, 2.165562138798945, 0.017, hot
2, 6, 995.102621, 0.9076192671827482, 0.164, NS
33, 32, 1148.647899, 1.8385991924231178, 0.027, hot
22, 19, 733.5189565, 0.6125460356135082, 0.288, NS
21, 13, 949.3383882, -1.4791543699787837, 0.945, NS
26, 14, 711.7793165, -1.4878719479186486, 0.932, NS
6, 14, 1044.245293, -0.7472392730664917, 0.768, NS
25, 27, 1474.530022, 1.059347784776035, 0.149, NS
22, 15, 848.6850701, 1.2382833807195777, 0.103, NS
19, 18, 993.6711681, 0.6620512972316533, 0.242, NS
35, 4, 778.3262804, 0.9702316681570294, 0.181, NS
17, 16, 1145.504691, 0.3192672600569523, 0.398, NS
21, 31, 1118.032231, 1.515499784400973, 0.062, NS
6, 27, 1289.779878, 0.8427173124628008, 0.21, NS
19, 1, 970.0707294, -0.13850174621328903, 0.559, NS
18, 25, 618.1550712, 2.1504965047158766, 0.01, hot
26, 13, 976.7232099, -1.134081255111349, 0.877, NS
31, 9, 1057.835054, 2.530205451479374, 0.003, hot
2, 18, 1200.562959, 1.1152111816636991, 0.125, NS
15, 17, 909.1907305, 0.15722921733647816, 0.413, NS
27, 25, 973.927395, 1.5572556363718133, 0.05, hot
15, 4, 1174.106919, 2.1384976580391566, 0.018, hot
9, 8, 1091.702485, 2.616100311089707, 0.002, hot
9, 11, 1499.977411, 3.237804788748525, 0.0, hot
15, 5, 861.1727346, 2.7604469216714786, 0.005, hot
23, 22, 1159.397154, 1.6509813090963343, 0.038, hot
31, 13, 1415.149324, 3.5550972689862714, 0.0, hot
29, 26, 980.1315593, 0.7247130605940206, 0.263, NS
36, 36, 1293.060564, 0.9219239916072836, 0.159, NS
37, 23, 1083.210391, 1.5087224281101068, 0.072, NS
7, 36, 1167.727307, 2.6308677346051996, 0.003, hot
2, 13, 1123.128046, 2.600891229567181, 0.006, hot
19, 7, 607.5896472, 2.5708488732633423, 0.005, hot
25, 21, 993.839688, 2.048216849505205, 0.018, hot
35, 33, 1260.455619, 2.148830328612229, 0.018, hot
17, 35, 1348.959892, 2.0303746565978416, 0.025, hot
22, 21, 919.251213, 1.6193225998848904, 0.054, NS
9, 2, 1023.08236, 2.1955857727381414, 0.01, hot
9, 20, 1176.613133, 1.103739331586896, 0.144, NS
2, 5, 1355.461809, 1.900451012744246, 0.028, hot
30, 27, 1224.980871, -1.934573393035128, 0.963, cold
35, 37, 679.6965274, 3.4943727644901608, 0.0, hot
32, 26, 912.91439, 2.6915466641979737, 0.009, hot
26, 25, 716.923532, 0.9391706925388278, 0.196, NS
3, 36, 816.6441756, 2.5262576665432848, 0.009, hot
5, 4, 1110.675152, 0.5771332810168407, 0.263, NS
6, 4, 873.4019401, 1.4813857755694533, 0.065, NS
3, 25, 1217.897178, 0.8908853361326942, 0.183, NS
32, 23, 969.8281394, 2.75874347881976, 0.003, hot
36, 35, 1182.827036, 1.8392211297635321, 0.031, hot
5, 19, 1302.199207, 1.8400054498290581, 0.042, hot
17, 6, 763.8775994, -2.875890178589796, 0.999, cold
4, 35, 1097.643691, 2.036598962920836, 0.02, hot
19, 31, 1038.976115, 2.4844392240662296, 0.006, hot
12, 24, 774.9586674, 1.8036286211037378, 0.025, hot
14, 12, 1155.405455, -1.3733515898348896, 0.901, NS
2, 11, 885.9097042, 2.1697532687827463, 0.012, hot
37, 19, 1195.666336, 0.9470161109203257, 0.171, NS
9, 30, 1512.296479, 1.1606592269122498, 0.128, NS
37, 12, 1000.150379, 0.8149017690575084, 0.192, NS
20, 33, 677.0952982, 1.7333198136655248, 0.049, hot
35, 13, 1106.282262, 1.98298750561663, 0.029, hot
2, 29, 976.6493547, 2.078138465661769, 0.016, hot
2, 14, 892.7961827, 2.7073986114831623, 0.002, hot
7, 19, 1148.535884, 2.7439305486162286, 0.003, hot
16, 27, 801.7657276, 2.5607857236385727, 0.004, hot
29, 34, 1169.926275, 2.941434270998793, 0.0, hot
37, 4, 833.5495067, 2.782030278857639, 0.0, hot
19, 16, 603.5234748, 1.7178706511292037, 0.04, hot
8, 6, 1258.031236, -2.053072338891858, 0.983, cold
4, 31, 981.941317, 2.453035980619003, 0.01, hot
3, 3, 889.9081533, -1.4486193982070266, 0.928, NS
5, 17, 1150.217534, 1.9349253329647174, 0.028, hot
11, 9, 872.8851466, 0.007071130011238497, 0.476, NS
11, 22, 1255.503751, 1.5461193169022456, 0.062, NS
28, 19, 1127.918392, 3.2996360251448014, 0.0, hot
23, 24, 613.2455036, 2.615422225544884, 0.008, hot
16, 25, 1097.996395, 2.515879632775757, 0.006, hot
9, 25, 858.0119105, 2.2622609824050275, 0.009, hot
22, 30, 695.05402, 0.8963772416786067, 0.18, NS
1, 5, 951.7551112, 0.502663387674607, 0.313, NS
33, 12, 999.5437132, 2.8053617402536726, 0.003, hot
19, 27, 1234.485066, 2.9059453885125768, 0.002, hot
6, 30, 850.661243, -0.6982292523692261, 0.743, NS
19, 9, 418.4361558, 1.6127764207601434, 0.05, hot
37, 2, 1085.203323, 1.2277624519211698, 0.099, NS
15, 15, 983.8068332, -0.1955584642983532, 0.569, NS
33, 13, 1525.847432, 3.3727908658086445, 0.001, hot
18, 34, 1103.880802, 3.9198137603211927, 0.0, hot
8, 11, 1122.975285, -0.6252838653771372, 0.722, NS
21, 20, 1045.31159, -2.4315214222159556, 0.992, cold
28, 28, 1001.471984, 1.7175299973229017, 0.04, hot
25, 2, 748.5081409, 2.8163377185356655, 0.001, hot
21, 9, 999.2174973, -0.31277947026155073, 0.649, NS
19, 23, 779.3042319, 1.3163908460931946, 0.093, NS
33, 22, 887.1318584, 0.8465729125449242, 0.172, NS
13, 22, 989.7010003, -0.22143376674040444, 0.582, NS
19, 29, 864.7908745, 1.1021574130659493, 0.126, NS
33, 23, 1103.044229, -0.2551705716006089, 0.591, NS
25, 13, 723.9765961, 2.024494006862778, 0.026, hot
18, 11, 1116.852888, -0.02917718709597925, 0.515, NS
33, 33, 862.7533626, 2.199628100067658, 0.013, hot
5, 15, 1250.750367, 1.9825034941556234, 0.02, hot
3, 12, 1181.780191, -0.773351328910722, 0.785, NS
37, 26, 1149.714939, 1.808702289125787, 0.042, hot
4, 36, 822.6091626, 1.905440083597702, 0.026, hot
30, 36, 707.3887365, 2.2609405029517244, 0.007, hot
36, 6, 1248.400407, 0.7525438818782888, 0.239, NS
2, 19, 1135.090913, 1.3514537367961927, 0.085, NS
30, 3, 1021.977188, -1.8385219340941659, 0.96, cold
13, 5, 677.6806435, 2.2395138335892857, 0.014, hot
3, 35, 1041.174613, 2.8614276023494147, 0.004, hot
5, 30, 1032.588705, 1.914654331618042, 0.031, hot
6, 25, 976.7637117, 2.126455032171939, 0.013, hot
15, 11, 708.8344815, 1.5413126077146115, 0.071, NS
11, 17, 1013.912936, 1.0445516297281963, 0.139, NS
24, 28, 644.7849197, 2.0432419618706543, 0.018, hot
25, 12, 1237.581422, 0.945503009230517, 0.194, NS
15, 18, 1046.175817, -1.1533772314544544, 0.868, NS
7, 7, 1151.408796, 2.6250039734325084, 0.004, hot
28, 36, 1048.359829, 2.702591263932014, 0.003, hot
8, 27, 1051.456751, -0.8297950172646381, 0.805, NS
23, 16, 905.5914894, 2.4669076909563716, 0.004, hot
2, 28, 877.6025334, 1.3730085706788988, 0.085, NS
29, 6, 715.9927671, -1.6734179826599647, 0.945, NS
11, 15, 805.4697878, -0.9556266655495551, 0.826, NS
7, 3, 1028.940417, -0.04836690417876005, 0.506, NS
15, 34, 1006.719038, 2.4568321212602404, 0.012, hot
32, 35, 1186.695721, 3.045921475954103, 0.001, hot
21, 30, 931.8312782, -2.838247129639608, 1.0, cold
9, 24, 956.1601198, 2.143717948802336, 0.012, hot
28, 35, 1204.920074, 3.144698884510299, 0.0, hot
19, 19, 716.350248, 1.1386474365909867, 0.124, NS
32, 4, 1154.014239, 3.413688899393391, 0.0, hot
28, 34, 896.2368441, 3.863880771678808, 0.0, hot
36, 11, 957.4130815, 0.9858399859055235, 0.158, NS
27, 37, 1315.931709, -0.13291578573842414, 0.561, NS
24, 29, 980.5580618, 2.9393025271870474, 0.002, hot
12, 7, 833.3387101, 1.9762023401882454, 0.029, hot
34, 19, 963.1309535, 1.344014614952098, 0.097, NS
21, 11, 981.4489301, 0.6786869132346022, 0.252, NS
8, 12, 826.0948512, 0.1139722476146809, 0.472, NS
10, 23, 1012.665604, 2.3567942567043887, 0.005, hot
18, 28, 1421.604893, 1.3264057731228418, 0.109, NS
16, 21, 847.2674065, 1.0434675410265575, 0.139, NS
36, 23, 1190.856733, 1.799227330475032, 0.035, hot
28, 16, 878.4314566, 2.0557517519727417, 0.02, hot
1, 26, 1006.587493, 1.9180344795942208, 0.028, hot
25, 6, 1054.372108, 1.6987878511606136, 0.057, NS
35, 7, 768.9936701, 1.86990724238281, 0.037, hot
19, 2, 1000.062683, 0.6954198332480186, 0.233, NS
6, 26, 1205.095412, 1.4977044000927824, 0.07, NS
21, 26, 830.5355653, 1.5096842337930747, 0.073, NS
16, 23, 854.6992246, -0.16059963480799694, 0.565, NS
16, 22, 858.1537921, 0.6496178858942339, 0.258, NS
21, 32, 629.191032, 1.0918569243897067, 0.143, NS
12, 5, 1417.285689, 1.8835315230838436, 0.03, hot
33, 5, 926.3019611, 2.711554363377856, 0.002, hot
6, 15, 1054.682315, -0.9800286186983485, 0.819, NS
11, 34, 1082.598258, 2.016707708754852, 0.028, hot
19, 3, 1001.429894, 1.295979217667786, 0.093, NS
1, 28, 1149.611942, 0.19560480115201687, 0.414, NS
16, 34, 1215.588576, 1.4782108975316024, 0.073, NS
20, 26, 949.1978175, 0.8537990708789431, 0.174, NS
26, 32, 923.7622325, 2.8913570526555734, 0.002, hot
23, 13, 1065.075903, 2.220223417375946, 0.012, hot
26, 22, 872.1410698, 1.8502480456985233, 0.03, hot
7, 32, 1220.165497, 2.545900093949496, 0.004, hot
5, 10, 1054.926645, 2.436722009159349, 0.004, hot
6, 20, 892.3680485, 0.05135148219588948, 0.472, NS
24, 4, 1219.712644, 1.1002814507151628, 0.143, NS
12, 35, 1231.307277, 1.8701027538329162, 0.031, hot
33, 15, 1237.076627, 2.546281814066691, 0.005, hot
5, 8, 1172.848062, 1.4959366486701822, 0.071, NS
37, 18, 1090.03281, 1.173361337220963, 0.104, NS
2, 37, 1091.50251, 2.395374713355028, 0.005, hot
14, 28, 853.7237313, 0.8034755847646315, 0.229, NS
23, 32, 953.3290663, 2.1114434057427727, 0.009, hot
13, 28, 807.9383305, 0.514813804717688, 0.303, NS
2, 7, 1179.186679, 1.8931872392214846, 0.03, hot
16, 33, 863.1169499, 2.088440049482221, 0.019, hot
7, 6, 1305.918949, -1.76002050610319, 0.962, cold
16, 15, 1163.74931, 1.436539408908683, 0.08, NS
20, 6, 1219.787068, -1.8263173297868798, 0.968, cold
30, 16, 1179.884773, -0.22104524275268533, 0.585, NS
14, 11, 945.2671216, -1.0771622270015084, 0.846, NS
18, 16, 997.3337185, 0.25771349446996716, 0.409, NS
23, 30, 940.7070158, 2.0371776697996022, 0.013, hot
31, 22, 590.5059295, 1.6701183626722662, 0.041, hot
23, 1, 1203.606733, 1.7119001727044874, 0.035, hot
11, 36, 1243.229182, 2.400511823272752, 0.013, hot
15, 36, 1150.099762, 2.6043240079921604, 0.003, hot
7, 11, 909.0359189, 0.09030525317020488, 0.467, NS
11, 6, 1385.867758, 0.49141737185608036, 0.307, NS
6, 23, 783.3562707, 2.954061734468, 0.002, hot
22, 20, 915.6757257, 1.3630819868865132, 0.081, NS
13, 26, 659.4438017, 1.9483004300953248, 0.026, hot
36, 5, 1072.611421, 2.2558256726577923, 0.017, hot
9, 37, 977.1962846, 4.153269302430128, 0.0, hot
16, 37, 1097.3513, 1.6313213712768269, 0.057, NS
27, 28, 995.353455, 1.680236871715686, 0.048, hot
12, 37, 905.2654906, 4.150858895778199, 0.0, hot
33, 31, 688.8312166, 2.3204433641116458, 0.004, hot
7, 5, 1079.512325, 2.2144891170229184, 0.012, hot
1, 32, 1445.53757, 2.066005536371986, 0.028, hot
25, 1, 1024.93519, 2.5968852167749614, 0.003, hot
15, 28, 1129.317219, 2.5163807232012068, 0.004, hot
35, 1, 933.9712959, 1.678762182561665, 0.047, hot
36, 10, 1159.620489, -3.2793866080302587, 1.0, cold
1, 31, 1010.473413, 2.4860947838776233, 0.006, hot
27, 12, 880.0356991, 1.759739634044512, 0.037, hot
22, 25, 1081.622398, 2.70877080898965, 0.003, hot
37, 5, 1410.616568, 2.065315948862092, 0.016, hot
23, 37, 1159.912743, 1.7931044595164125, 0.038, hot
21, 28, 714.9329917, 1.5543348602023828, 0.071, NS
27, 9, 964.0163174, 0.8023383303681771, 0.214, NS
21, 21, 582.4111947, -1.084552886558138, 0.862, NS
30, 23, 1217.956885, 2.0570262824623216, 0.017, hot
37, 21, 886.4849355, 1.1367534968997688, 0.128, NS
10, 3, 925.7389994, -1.671055679975246, 0.95, cold
29, 28, 1037.145427, 0.7927183925557413, 0.231, NS
27, 32, 738.7954547, 2.988417466333005, 0.001, hot
3, 4, 861.2111612, 1.6546522459173085, 0.051, NS
33, 6, 728.0871771, 2.907946614641943, 0.001, hot
9, 13, 1055.24859, 3.937780237388453, 0.0, hot
37, 9, 805.0720478, 2.066221218987202, 0.018, hot
36, 31, 913.9412218, 1.998828913416995, 0.026, hot
21, 7, 1280.759388, 1.8578619583933849, 0.03, hot
5, 21, 1151.919507, 1.5624213273687757, 0.065, NS
11, 1, 807.6219924, -1.4738746211687075, 0.925, NS
31, 32, 928.3962295, 1.6182339598240192, 0.053, NS
2, 32, 1099.321661, 1.6752719072107136, 0.045, hot
22, 14, 962.9864334, 1.4640385634691928, 0.081, NS
24, 17, 1204.626467, 2.3783105491965566, 0.004, hot
30, 32, 1137.756903, 2.6156837863016604, 0.004, hot
26, 12, 1050.785211, 1.7734876883031732, 0.048, hot
6, 34, 905.8819181, 1.8074239830297494, 0.032, hot
27, 18, 921.2690038, 0.6289686954524174, 0.267, NS
35, 28, 849.3647874, 0.9460948507751655, 0.168, NS
26, 27, 900.5654922, -0.41664293370829436, 0.67, NS
24, 2, 788.9659801, 2.5829787610302177, 0.006, hot
25, 8, 997.9900991, 1.5636601922578899, 0.058, NS
27, 29, 1149.57503, 0.4596806129578823, 0.32, NS
27, 7, 753.9602131, 1.5981118538454109, 0.058, NS
6, 5, 909.1085842, 1.4832885525683068, 0.061, NS
20, 34, 775.9201818, 3.242062419706163, 0.001, hot
23, 3, 1206.470392, 0.9149234627099597, 0.175, NS
24, 15, 742.3459711, 2.1189191215316567, 0.016, hot
7, 27, 1003.750553, -0.42700293248314053, 0.651, NS
8, 33, 635.1849558, 2.527826831811365, 0.008, hot
15, 16, 850.1816351, 1.6064355718267969, 0.04, hot
28, 3, 903.1471227, -1.128088946752276, 0.86, NS
6, 13, 809.8135303, -0.09466097737213675, 0.553, NS
25, 33, 874.3365961, 1.3205654864376217, 0.104, NS
8, 22, 1284.31858, -0.52306549521636, 0.712, NS
23, 29, 891.9609734, 1.6987267384000224, 0.042, hot
4, 6, 1139.172622, -1.9760691826234678, 0.982, cold
11, 27, 971.435611, 1.5032962474685654, 0.073, NS
23, 34, 872.7060732, 1.411918963936698, 0.077, NS
15, 3, 966.6519299, 0.8489488609341719, 0.193, NS
13, 23, 978.4266328, 2.7159249313818954, 0.003, hot
26, 21, 635.9692133, -0.6329310007207721, 0.757, NS
16, 17, 987.6554057, 2.114240658626785, 0.016, hot
22, 4, 1180.435635, 0.8858834273338524, 0.175, NS
28, 11, 1362.677148, -0.177554621637689, 0.584, NS
34, 32, 1044.435777, 2.2767316144812173, 0.018, hot
24, 35, 1108.776302, 0.6040411211922929, 0.276, NS
6, 6, 637.9069293, 1.2307770873218156, 0.131, NS
28, 27, 1124.834036, -1.4013841648581007, 0.906, NS
16, 5, 825.2035086, 1.8664058351115222, 0.035, hot
34, 7, 977.5739555, 2.862372405902391, 0.001, hot
16, 11, 1046.745792, 1.183815434641954, 0.098, NS
35, 2, 1151.142099, 0.2738633454841699, 0.383, NS
3, 27, 765.4165698, -1.643458979126505, 0.942, NS
7, 31, 764.2808, 3.0066104215529728, 0.001, hot
6, 28, 1046.783852, 1.7888110099277552, 0.038, hot
16, 31, 919.4723913, 2.0802608963712035, 0.018, hot
36, 19, 813.886792, 1.170129054624692, 0.137, NS
3, 26, 1234.042057, 1.125070618951889, 0.131, NS
21, 6, 1208.567244, 0.07804865890833289, 0.493, NS
25, 15, 1240.293319, 2.376291899382417, 0.008, hot
25, 20, 904.3673204, 3.59886379569008, 0.0, hot
37, 14, 904.6811688, 1.347993648047881, 0.084, NS
25, 3, 783.5188276, 1.598325269511702, 0.044, hot
31, 25, 1315.589955, 1.0108771641434933, 0.156, NS
21, 36, 800.7893203, 0.10452751586832276, 0.472, NS
14, 26, 1181.099051, 1.5489067836459804, 0.079, NS
27, 22, 1102.562113, 1.9176140205142023, 0.031, hot
8, 32, 1080.096549, 2.5118762107118258, 0.009, hot
10, 22, 1053.961186, -0.7971172478489481, 0.776, NS
2, 24, 876.8347694, 2.301404267623965, 0.011, hot
26, 29, 905.8719925, -0.7579305124966225, 0.782, NS
30, 11, 1117.529631, -0.8742170653275494, 0.813, NS
31, 21, 1232.728199, 1.171838681804356, 0.129, NS
22, 28, 1254.897385, 0.9748304421851537, 0.168, NS
26, 9, 987.6728985, -1.4439486672614428, 0.927, NS
37, 10, 1582.374488, -0.6443394775694724, 0.76, NS
27, 33, 1432.506165, 1.9631080332777828, 0.031, hot
29, 36, 1031.953817, 1.977845103392485, 0.024, hot
20, 36, 757.3889861, 0.9756335405133851, 0.166, NS
32, 31, 958.4128229, 3.4951097774961646, 0.0, hot
2, 34, 671.6624535, 1.955614561510175, 0.021, hot
22, 6, 1259.453188, 1.9555459767588552, 0.028, hot
15, 30, 1048.045483, -1.0573095002505442, 0.85, NS
25, 18, 772.6242486, 3.047387436200711, 0.002, hot
31, 19, 845.4723732, 1.566695630388574, 0.046, hot
37, 30, 1091.17081, -0.7692080681232232, 0.785, NS
33, 10, 1563.508707, 2.5545883082849525, 0.003, hot
16, 32, 1026.637416, 2.85430368578796, 0.0, hot
10, 19, 883.7669843, 2.300312240703154, 0.007, hot
26, 3, 1389.369572, -0.8727463279219035, 0.812, NS
3, 31, 1115.124807, 2.367476876428739, 0.009, hot
34, 6, 972.6474748, -0.744601047137654, 0.796, NS
13, 19, 689.9770724, 2.682857128442647, 0.002, hot
13, 3, 1367.636719, -1.594076538760315, 0.935, NS
36, 27, 762.7570833, 2.2424867418779173, 0.013, hot
35, 17, 1082.663185, 2.7499102788797414, 0.002, hot
36, 20, 1190.808945, -1.6235058624711254, 0.941, NS
21, 8, 828.5634251, -0.8556120743200938, 0.828, NS
27, 23, 1192.312954, 2.1166503371984846, 0.018, hot
15, 25, 1130.826405, 2.4407596718202864, 0.008, hot
10, 35, 1285.423506, 2.6101652582095336, 0.003, hot
5, 5, 859.2086954, 0.9028850900940463, 0.197, NS
24, 8, 1163.643393, 1.7456902485908963, 0.033, hot
6, 16, 877.7894336, 2.927043427576559, 0.002, hot
36, 37, 678.700927, -2.0123831789555187, 0.973, cold
1, 11, 982.5935661, -0.9852390410428762, 0.847, NS
33, 16, 1163.444407, 1.653950204427789, 0.046, hot
37, 15, 770.7342382, 0.12763376127826706, 0.441, NS
6, 2, 992.3883975, -0.2174492879142668, 0.593, NS
34, 3, 1046.866325, -0.08276295951514695, 0.541, NS
11, 21, 1198.177873, -0.03306171604755681, 0.501, NS
16, 36, 1054.062679, 2.7860112108931894, 0.0, hot
27, 27, 894.3517385, 1.0468085582434605, 0.131, NS
18, 32, 1047.562342, 2.2247981233846787, 0.02, hot
3, 28, 1246.572799, -0.3456053197051048, 0.617, NS
5, 18, 1227.705907, 1.7412904005744407, 0.05, hot
36, 28, 1041.54232, 2.2229157646584063, 0.014, hot
19, 30, 1099.279808, -0.7046656167355336, 0.767, NS
22, 8, 1193.340437, 1.4566283949028407, 0.073, NS
8, 34, 939.3609163, 2.1349456901735295, 0.017, hot
15, 9, 1493.938771, -0.09433128570387293, 0.517, NS
31, 14, 712.2682624, 2.571662416360117, 0.008, hot
33, 4, 1061.721224, 1.6632912342199548, 0.059, NS
21, 35, 1145.386371, 1.0297038803834038, 0.147, NS
26, 15, 700.2446949, -1.659208730787376, 0.951, cold
33, 14, 820.6067837, 2.661828547559694, 0.002, hot
27, 8, 1055.523939, 0.23243635771250015, 0.425, NS
25, 10, 1034.991567, 2.990066800270863, 0.0, hot
15, 29, 1190.726235, 0.436290501997444, 0.333, NS
36, 32, 1220.14747, 1.365418352455269, 0.081, NS
8, 25, 1033.665955, 1.2653107642663115, 0.125, NS
9, 1, 995.4857297, 2.1222652298078684, 0.018, hot
22, 13, 1047.521647, 1.4262120277787782, 0.064, NS
33, 20, 1058.458303, 1.0506962507783928, 0.159, NS
33, 29, 837.8610921, 4.259422222783248, 0.0, hot
20, 25, 902.0861255, 1.0779937761442293, 0.127, NS
23, 26, 543.4340208, 0.6928879564445375, 0.247, NS
7, 4, 1166.524632, 2.200870684882441, 0.012, hot
35, 32, 785.1822713, 3.060950532872696, 0.0, hot
15, 7, 1179.157873, 2.447910750699814, 0.006, hot
14, 16, 1043.631851, 0.2612428206211936, 0.421, NS
21, 4, 1516.381809, 0.9991374191503464, 0.149, NS
1, 19, 1036.656468, 1.5770629613636944, 0.06, NS
2, 3, 1068.851966, 0.5536823796599418, 0.255, NS
19, 21, 795.9559033, 0.8063968633798039, 0.205, NS
11, 4, 1108.34325, 1.8903031467452167, 0.036, hot
27, 31, 836.6145329, 2.6860749227048895, 0.009, hot
4, 3, 813.5992747, -2.3177897946210306, 0.984, cold
13, 7, 567.0225759, 3.1541686058157956, 0.0, hot
20, 32, 1049.997389, 1.7022524102138583, 0.059, NS
34, 34, 1290.702553, 2.3021790628680208, 0.01, hot
30, 26, 906.8522138, 1.7137686082806487, 0.05, hot
35, 9, 1263.283218, 2.359653019845454, 0.013, hot
33, 11, 968.9615635, 2.7669232665199757, 0.005, hot
35, 8, 615.9213533, 3.170438838923898, 0.0, hot
19, 34, 962.1874913, 2.279233805230459, 0.011, hot
8, 36, 1205.227842, 1.8049193707238886, 0.022, hot
20, 22, 533.6431391, -0.4739865468825988, 0.707, NS
28, 33, 871.7544033, 3.2285529096205905, 0.002, hot
10, 27, 984.1871861, -2.1659667200414847, 0.983, cold
8, 35, 727.9791435, 3.0255066727320443, 0.0, hot
9, 12, 1322.647003, 2.9382743220668517, 0.003, hot
12, 20, 985.7693826, 2.479674638511667, 0.011, hot
17, 26, 1061.144657, 0.532918520920906, 0.29, NS
13, 12, 1185.393903, -0.6123410712177643, 0.748, NS
