O, D, V, GearyC, p-value, pattern
4, 34, 898.3822962, 1309737.791161921, 0.863, NS
23, 2, 606.3544819, 6379740.972719632, 0.259, NS
10, 11, 1120.444636, 6795829.377871099, 0.383, NS
27, 3, 723.9157864, 4140446.795917554, 0.439, NS
35, 18, 1202.971011, 2257944.76453753, 0.755, NS
12, 14, 1123.003039, 2455823.09628035, 0.998, similar
31, 7, 921.6501388, 2119339.8249773267, 0.931, NS
11, 31, 961.9291109, 2569337.1116372403, 0.992, similar
22, 22, 1306.507667, 5237035.924973244, 0.341, NS
12, 2, 1098.876803, 2268337.955872595, 0.998, similar
6, 7, 1106.127833, 2550638.8596335812, 0.991, similar
12, 33, 1112.44808, 2240402.7137534884, 0.898, NS
22, 3, 1143.846831, 1430372.3506234065, 0.936, NS
33, 7, 1104.790396, 2133107.0937767182, 0.934, NS
31, 26, 708.6625096, 2858936.063091312, 0.473, NS
3, 11, 860.3734097, 2682946.3982056016, 0.745, NS
15, 20, 1000.587222, 3115162.872478538, 0.655, NS
18, 27, 966.3680117, 3698544.338474277, 0.809, NS
34, 31, 1138.838105, 2323005.1840027473, 0.992, similar
11, 3, 1299.061288, 5898671.89492642, 0.298, NS
23, 6, 784.6036588, 1626797.7615572414, 0.859, NS
4, 4, 1467.865593, 5258788.72533412, 0.076, NS
5, 34, 737.2775519, 1702575.4541981735, 0.658, NS
12, 13, 1192.935102, 3483636.948741753, 0.855, NS
16, 24, 1221.364591, 1812315.3250448036, 0.616, NS
27, 5, 849.833452, 1401983.8564986505, 0.977, similar
5, 37, 852.5012848, 1411647.1691767592, 0.976, similar
11, 28, 578.8951562, 10753778.909366215, 0.207, NS
16, 20, 1094.325604, 900648.4734102555, 0.999, similar
25, 32, 684.3251947, 4296105.309771299, 0.428, NS
19, 10, 1151.635375, 6759803.587464071, 0.376, NS
17, 31, 1240.216283, 4256605.675491882, 0.693, NS
21, 10, 733.4768406, 2582602.917776005, 0.806, NS
13, 32, 762.7905871, 6400132.97221288, 0.408, NS
26, 35, 1066.858588, 772037.1497943738, 0.999, similar
2, 6, 995.102621, 466759.97708210984, 1.0, similar
33, 32, 1148.647899, 2463440.213996766, 0.838, NS
22, 19, 733.5189565, 1872141.897006222, 0.791, NS
21, 13, 949.3383882, 2878749.5916675986, 0.698, NS
26, 14, 711.7793165, 4126382.3084391286, 0.453, NS
6, 14, 1044.245293, 5700376.686883793, 0.436, NS
25, 27, 1474.530022, 10309010.45929235, 0.049, dissimilar
22, 15, 848.6850701, 1875176.9980330153, 0.782, NS
19, 18, 993.6711681, 2970023.5447345595, 0.963, similar
35, 4, 778.3262804, 1495680.5044551874, 0.731, NS
17, 16, 1145.504691, 6007005.749717514, 0.436, NS
21, 31, 1118.032231, 1913877.3158777878, 0.977, similar
6, 27, 1289.779878, 8186644.458170079, 0.316, NS
19, 1, 970.0707294, 2918639.9449499673, 0.963, similar
18, 25, 618.1550712, 5025833.335749013, 0.266, NS
26, 13, 976.7232099, 3293609.310834612, 0.587, NS
31, 9, 1057.835054, 1352698.3159598706, 1.0, similar
2, 18, 1200.562959, 3265764.8648082637, 0.463, NS
15, 17, 909.1907305, 3247284.211577647, 0.912, NS
27, 25, 973.927395, 1374967.5397871148, 0.98, similar
15, 4, 1174.106919, 2216424.198843951, 0.912, NS
9, 8, 1091.702485, 2122202.1742965938, 0.931, NS
9, 11, 1499.977411, 12996118.195165398, 0.066, NS
15, 5, 861.1727346, 2051729.8029667041, 0.801, NS
23, 22, 1159.397154, 2354961.23666696, 0.88, NS
31, 13, 1415.149324, 5634912.745200805, 0.301, NS
29, 26, 980.1315593, 786465.539666079, 0.999, similar
36, 36, 1293.060564, 4155601.8279697495, 0.355, NS
37, 23, 1083.210391, 874375.040170216, 0.922, NS
7, 36, 1167.727307, 1434430.2317381662, 0.978, similar
2, 13, 1123.128046, 1432006.9927237025, 0.979, similar
19, 7, 607.5896472, 9256078.0889051, 0.273, NS
25, 21, 993.839688, 1965260.471159403, 0.742, NS
35, 33, 1260.455619, 1650673.9284472228, 0.677, NS
17, 35, 1348.959892, 5548563.885578137, 0.33, NS
22, 21, 919.251213, 937416.8331810196, 0.996, similar
9, 2, 1023.08236, 1929425.448782615, 1.0, similar
9, 20, 1176.613133, 3192810.9482391244, 0.618, NS
2, 5, 1355.461809, 2112376.148042616, 0.397, NS
30, 27, 1224.980871, 10667503.993898105, 0.228, NS
35, 37, 679.6965274, 5679117.525121933, 0.21, NS
32, 26, 912.91439, 1469405.8983223364, 0.998, similar
26, 25, 716.923532, 1821006.6697545394, 0.613, NS
3, 36, 816.6441756, 2030177.1819213561, 0.557, NS
5, 4, 1110.675152, 1025480.5541120804, 0.962, similar
6, 4, 873.4019401, 1377635.1519102473, 0.999, similar
3, 25, 1217.897178, 1922242.7536202143, 0.54, NS
32, 23, 969.8281394, 1031805.6159814049, 0.998, similar
36, 35, 1182.827036, 2478201.4327230803, 0.83, NS
5, 19, 1302.199207, 2523225.340923101, 0.428, NS
17, 6, 763.8775994, 2511434.6449444517, 0.836, NS
4, 35, 1097.643691, 635167.8666327188, 0.998, similar
19, 31, 1038.976115, 1573302.9449483121, 1.0, similar
12, 24, 774.9586674, 2087522.2293083232, 0.788, NS
14, 12, 1155.405455, 7614897.47740017, 0.355, NS
2, 11, 885.9097042, 1601179.3938372047, 0.948, NS
37, 19, 1195.666336, 1668069.784458975, 0.696, NS
9, 30, 1512.296479, 9218548.134406045, 0.018, dissimilar
37, 12, 1000.150379, 559821.1418032843, 1.0, similar
20, 33, 677.0952982, 3402744.4520755345, 0.415, NS
35, 13, 1106.282262, 1181762.5187860336, 0.99, similar
2, 29, 976.6493547, 912504.340773026, 0.998, similar
2, 14, 892.7961827, 2376228.2322380855, 0.667, NS
7, 19, 1148.535884, 1385483.9313923828, 0.995, similar
16, 27, 801.7657276, 3472772.056624311, 0.562, NS
29, 34, 1169.926275, 721359.0741981212, 1.0, similar
37, 4, 833.5495067, 2128993.8969911044, 0.496, NS
19, 16, 603.5234748, 8747689.473428424, 0.307, NS
8, 6, 1258.031236, 5750775.798047519, 0.045, dissimilar
4, 31, 981.941317, 964099.2503072135, 1.0, similar
3, 3, 889.9081533, 2531677.707511982, 0.547, NS
5, 17, 1150.217534, 1988107.179955968, 0.819, NS
11, 9, 872.8851466, 4035664.1038311725, 0.736, NS
11, 22, 1255.503751, 6221470.072105548, 0.432, NS
28, 19, 1127.918392, 1261426.3648026208, 1.0, similar
23, 24, 613.2455036, 4593913.88987775, 0.156, NS
16, 25, 1097.996395, 804584.1020180165, 0.985, similar
9, 25, 858.0119105, 1517356.6991454288, 0.956, similar
22, 30, 695.05402, 2677437.8079719683, 0.423, NS
1, 5, 951.7551112, 602735.0683955171, 0.999, similar
33, 12, 999.5437132, 2006246.1472463282, 0.957, similar
19, 27, 1234.485066, 4889510.106566315, 0.528, NS
6, 30, 850.661243, 2226743.6758421217, 0.743, NS
19, 9, 418.4361558, 18017199.04103737, 0.01, dissimilar
37, 2, 1085.203323, 1760078.142478394, 0.893, NS
15, 15, 983.8068332, 3221589.1888259407, 0.592, NS
33, 13, 1525.847432, 8734706.65596419, 0.108, NS
18, 34, 1103.880802, 1431892.6879701095, 0.999, similar
8, 11, 1122.975285, 3877055.4889543243, 0.401, NS
21, 20, 1045.31159, 3795864.5478774197, 0.353, NS
28, 28, 1001.471984, 2552507.7082738797, 0.993, similar
25, 2, 748.5081409, 4263186.825909139, 0.437, NS
21, 9, 999.2174973, 3692381.206583012, 0.509, NS
19, 23, 779.3042319, 2492471.349223573, 0.671, NS
33, 22, 887.1318584, 1155654.7259697844, 1.0, similar
13, 22, 989.7010003, 4759017.013398293, 0.573, NS
19, 29, 864.7908745, 3381385.1417132462, 0.893, NS
33, 23, 1103.044229, 1347998.304906336, 0.845, NS
25, 13, 723.9765961, 3584640.610109792, 0.531, NS
18, 11, 1116.852888, 5682459.378106807, 0.465, NS
33, 33, 862.7533626, 1606711.63399841, 0.894, NS
5, 15, 1250.750367, 1396019.879127232, 0.797, NS
3, 12, 1181.780191, 6224406.115610452, 0.244, NS
37, 26, 1149.714939, 1026722.2655868573, 0.95, similar
4, 36, 822.6091626, 1194758.171566149, 0.753, NS
30, 36, 707.3887365, 4079464.599653334, 0.36, NS
36, 6, 1248.400407, 5391492.262523639, 0.343, NS
2, 19, 1135.090913, 1141547.0198827137, 0.937, NS
30, 3, 1021.977188, 4415559.329915778, 0.418, NS
13, 5, 677.6806435, 4131799.847197129, 0.382, NS
3, 35, 1041.174613, 896222.0387323194, 0.996, similar
5, 30, 1032.588705, 373539.4357695178, 1.0, similar
6, 25, 976.7637117, 1059839.3106982335, 0.998, similar
15, 11, 708.8344815, 5960230.59408012, 0.441, NS
11, 17, 1013.912936, 3606457.2591183176, 0.822, NS
24, 28, 644.7849197, 7418305.54563037, 0.37, NS
25, 12, 1237.581422, 4078179.6217431505, 0.457, NS
15, 18, 1046.175817, 5092422.288755029, 0.524, NS
7, 7, 1151.408796, 2249442.2037271275, 0.998, similar
28, 36, 1048.359829, 1045267.9793040018, 0.996, similar
8, 27, 1051.456751, 3083488.6072753314, 0.458, NS
23, 16, 905.5914894, 1793792.4396718785, 0.989, similar
2, 28, 877.6025334, 1249042.4039664345, 0.991, similar
29, 6, 715.9927671, 1802794.6180812393, 0.798, NS
11, 15, 805.4697878, 3506511.4738370897, 0.528, NS
7, 3, 1028.940417, 3116097.96767633, 0.629, NS
15, 34, 1006.719038, 1530450.1438338228, 0.999, similar
32, 35, 1186.695721, 1960238.962108782, 0.958, similar
21, 30, 931.8312782, 2301194.793371396, 0.481, NS
9, 24, 956.1601198, 1252559.7985534533, 0.989, similar
28, 35, 1204.920074, 1773025.3552294914, 0.989, similar
19, 19, 716.350248, 3483652.1224113237, 0.558, NS
32, 4, 1154.014239, 1077752.0407616717, 1.0, similar
28, 34, 896.2368441, 1817370.5581778132, 0.983, similar
36, 11, 957.4130815, 2420704.9198399526, 0.997, similar
27, 37, 1315.931709, 11154822.987745546, 0.185, NS
24, 29, 980.5580618, 1852308.437516337, 1.0, similar
12, 7, 833.3387101, 3473034.5141342496, 0.863, NS
34, 19, 963.1309535, 1557505.631659048, 0.996, similar
21, 11, 981.4489301, 2181688.5885744896, 0.919, NS
8, 12, 826.0948512, 2665023.24229146, 0.58, NS
10, 23, 1012.665604, 631038.5252227248, 1.0, similar
18, 28, 1421.604893, 12997245.167005908, 0.061, NS
16, 21, 847.2674065, 1045139.904981899, 0.993, similar
36, 23, 1190.856733, 2364623.237512093, 0.658, NS
28, 16, 878.4314566, 3316963.3504481125, 0.902, NS
1, 26, 1006.587493, 958467.3351696996, 0.996, similar
25, 6, 1054.372108, 1060512.1505668946, 0.992, similar
35, 7, 768.9936701, 2661545.3136244784, 0.583, NS
19, 2, 1000.062683, 3283526.668611279, 0.904, NS
6, 26, 1205.095412, 2980420.925894096, 0.695, NS
21, 26, 830.5355653, 1708653.3938030542, 0.854, NS
16, 23, 854.6992246, 706361.16378602, 0.991, similar
16, 22, 858.1537921, 1505953.2799363558, 0.999, similar
21, 32, 629.191032, 4858825.85876967, 0.388, NS
12, 5, 1417.285689, 5750297.437275608, 0.23, NS
33, 5, 926.3019611, 1319451.1988456561, 0.831, NS
6, 15, 1054.682315, 3946843.1883581826, 0.489, NS
11, 34, 1082.598258, 1644968.225117964, 0.986, similar
19, 3, 1001.429894, 1981519.3493111318, 0.954, similar
1, 28, 1149.611942, 4046810.189804361, 0.48, NS
16, 34, 1215.588576, 2308979.282298094, 0.619, NS
20, 26, 949.1978175, 1478095.0211367735, 0.916, NS
26, 32, 923.7622325, 2184464.089526542, 0.937, NS
23, 13, 1065.075903, 1170666.984932255, 1.0, similar
26, 22, 872.1410698, 2959743.1383849857, 0.685, NS
7, 32, 1220.165497, 3860682.0174947493, 0.773, NS
5, 10, 1054.926645, 818220.5399649574, 1.0, similar
6, 20, 892.3680485, 3656666.8045863598, 0.522, NS
24, 4, 1219.712644, 3880631.228318996, 0.504, NS
12, 35, 1231.307277, 3719129.0696369894, 0.521, NS
33, 15, 1237.076627, 2054572.3148703617, 0.694, NS
5, 8, 1172.848062, 1069318.9053392992, 0.942, NS
37, 18, 1090.03281, 1309368.9811368263, 0.987, similar
2, 37, 1091.50251, 1568182.0169928407, 0.947, NS
14, 28, 853.7237313, 3169983.0897518597, 0.926, NS
23, 32, 953.3290663, 1658092.8400413503, 0.994, similar
13, 28, 807.9383305, 3366255.3151479224, 0.892, NS
2, 7, 1179.186679, 1926482.254645764, 0.848, NS
16, 33, 863.1169499, 1937407.4108888335, 0.715, NS
7, 6, 1305.918949, 9727760.005800914, 0.062, NS
16, 15, 1163.74931, 1748705.1105131824, 0.814, NS
20, 6, 1219.787068, 5619863.1896979045, 0.181, NS
30, 16, 1179.884773, 6718956.749361535, 0.395, NS
14, 11, 945.2671216, 4195305.77888827, 0.688, NS
18, 16, 997.3337185, 3623017.0305840885, 0.828, NS
23, 30, 940.7070158, 1112135.4936523188, 0.927, NS
31, 22, 590.5059295, 6037279.661630431, 0.306, NS
23, 1, 1203.606733, 3182823.6045168377, 0.636, NS
11, 36, 1243.229182, 2306109.7591682924, 0.69, NS
15, 36, 1150.099762, 1484165.0609105097, 0.961, similar
7, 11, 909.0359189, 3003284.70690541, 0.946, NS
11, 6, 1385.867758, 8920489.018753525, 0.116, NS
6, 23, 783.3562707, 2778307.418499921, 0.56, NS
22, 20, 915.6757257, 909935.6001152233, 0.996, similar
13, 26, 659.4438017, 4840036.146514265, 0.384, NS
36, 5, 1072.611421, 1798384.7409236452, 0.901, NS
9, 37, 977.1962846, 3183074.5603629, 0.923, NS
16, 37, 1097.3513, 2236606.145887324, 0.914, NS
27, 28, 995.353455, 2137374.763872703, 0.999, similar
12, 37, 905.2654906, 3765293.537881382, 0.789, NS
33, 31, 688.8312166, 5274338.615647465, 0.369, NS
7, 5, 1079.512325, 776489.4466086997, 1.0, similar
1, 32, 1445.53757, 8211853.989403249, 0.131, NS
25, 1, 1024.93519, 1580306.7718582982, 0.993, similar
15, 28, 1129.317219, 2814182.0560734035, 0.975, similar
35, 1, 933.9712959, 1429388.8000737473, 0.972, similar
36, 10, 1159.620489, 10185695.468326062, 0.213, NS
1, 31, 1010.473413, 1404719.3297589654, 0.999, similar
27, 12, 880.0356991, 2461903.5985584105, 0.992, similar
22, 25, 1081.622398, 689516.8662633256, 0.992, similar
37, 5, 1410.616568, 2772888.534758877, 0.274, NS
23, 37, 1159.912743, 2401563.626723073, 0.872, NS
21, 28, 714.9329917, 4307364.62436065, 0.438, NS
27, 9, 964.0163174, 3271239.6115703243, 0.906, NS
21, 21, 582.4111947, 4077021.4828047864, 0.316, NS
30, 23, 1217.956885, 1857791.9944609923, 0.863, NS
37, 21, 886.4849355, 1193741.3833342558, 0.892, NS
10, 3, 925.7389994, 3285123.1179613625, 0.599, NS
29, 28, 1037.145427, 2250659.200377583, 0.917, NS
27, 32, 738.7954547, 5984959.080094377, 0.421, NS
3, 4, 861.2111612, 2029258.2970833047, 0.71, NS
33, 6, 728.0871771, 3691086.3894285853, 0.38, NS
9, 13, 1055.24859, 2487397.5523775844, 0.993, similar
37, 9, 805.0720478, 2956360.897657263, 0.497, NS
36, 31, 913.9412218, 1908160.4630257993, 1.0, similar
21, 7, 1280.759388, 4418042.288719819, 0.422, NS
5, 21, 1151.919507, 1868760.0423900587, 0.589, NS
11, 1, 807.6219924, 3943938.8644186566, 0.725, NS
31, 32, 928.3962295, 1782100.8419246008, 0.988, similar
2, 32, 1099.321661, 1528222.087089693, 0.97, similar
22, 14, 962.9864334, 1923360.457641526, 0.972, similar
24, 17, 1204.626467, 4270429.353814579, 0.673, NS
30, 32, 1137.756903, 2823810.9298381577, 0.979, similar
26, 12, 1050.785211, 2708290.1467705513, 0.79, NS
6, 34, 905.8819181, 1281258.7515125733, 1.0, similar
27, 18, 921.2690038, 3829839.8730087127, 0.791, NS
35, 28, 849.3647874, 1038190.1572985301, 0.997, similar
26, 27, 900.5654922, 1702653.4700184725, 0.993, similar
24, 2, 788.9659801, 4197480.768564993, 0.676, NS
25, 8, 997.9900991, 1035109.6472072153, 0.993, similar
27, 29, 1149.57503, 4674836.415551028, 0.582, NS
27, 7, 753.9602131, 3675277.253943983, 0.802, NS
6, 5, 909.1085842, 956091.2650616476, 0.999, similar
20, 34, 775.9201818, 3324135.145694394, 0.407, NS
23, 3, 1206.470392, 2516460.999435748, 0.517, NS
24, 15, 742.3459711, 4439703.578399063, 0.425, NS
7, 27, 1003.750553, 3486828.9834087514, 0.865, NS
8, 33, 635.1849558, 4118083.1746793627, 0.188, NS
15, 16, 850.1816351, 3207638.1928859334, 0.918, NS
28, 3, 903.1471227, 2655225.563873694, 0.791, NS
6, 13, 809.8135303, 3750373.23369181, 0.764, NS
25, 33, 874.3365961, 1565381.9376221378, 0.892, NS
8, 22, 1284.31858, 6574979.062269919, 0.151, NS
23, 29, 891.9609734, 1256334.8784088069, 0.999, similar
4, 6, 1139.172622, 3894665.255326244, 0.252, NS
11, 27, 971.435611, 2406272.219876036, 0.996, similar
23, 34, 872.7060732, 1145016.8480700764, 0.987, similar
15, 3, 966.6519299, 2057470.3042071715, 0.952, similar
13, 23, 978.4266328, 1122906.318387921, 0.997, similar
26, 21, 635.9692133, 4241328.51345594, 0.309, NS
16, 17, 987.6554057, 1122977.9438238498, 1.0, similar
22, 4, 1180.435635, 2358970.6635587174, 0.586, NS
28, 11, 1362.677148, 13354864.681371031, 0.049, dissimilar
34, 32, 1044.435777, 2321547.683546812, 0.999, similar
24, 35, 1108.776302, 2398747.9845682005, 0.87, NS
6, 6, 637.9069293, 5515956.547520874, 0.349, NS
28, 27, 1124.834036, 6327295.358806938, 0.417, NS
16, 5, 825.2035086, 1803073.5083865253, 0.606, NS
34, 7, 977.5739555, 1682369.2083161015, 1.0, similar
16, 11, 1046.745792, 1224407.6039024058, 1.0, similar
35, 2, 1151.142099, 2212275.1755845174, 0.734, NS
3, 27, 765.4165698, 2755046.162156194, 0.766, NS
7, 31, 764.2808, 4744447.2448561955, 0.581, NS
6, 28, 1046.783852, 2397195.5282479064, 0.997, similar
16, 31, 919.4723913, 1446815.4385174124, 0.996, similar
36, 19, 813.886792, 2129139.8424506346, 0.956, similar
3, 26, 1234.042057, 2846392.8019813416, 0.492, NS
21, 6, 1208.567244, 3551498.782228808, 0.389, NS
25, 15, 1240.293319, 1790447.6604012954, 0.804, NS
25, 20, 904.3673204, 2146169.5355476653, 0.646, NS
37, 14, 904.6811688, 1990917.6820521601, 0.823, NS
25, 3, 783.5188276, 2094499.1297996459, 0.69, NS
31, 25, 1315.589955, 2686426.089577487, 0.411, NS
21, 36, 800.7893203, 1087441.755444121, 0.949, NS
14, 26, 1181.099051, 2672066.06190738, 0.776, NS
27, 22, 1102.562113, 2917292.2693028064, 0.961, similar
8, 32, 1080.096549, 1244669.9525075085, 0.994, similar
10, 22, 1053.961186, 5113322.057535156, 0.518, NS
2, 24, 876.8347694, 1428631.507796701, 0.594, NS
26, 29, 905.8719925, 2498758.772073323, 0.82, NS
30, 11, 1117.529631, 6864634.6990417475, 0.366, NS
31, 21, 1232.728199, 2389323.7941019847, 0.584, NS
22, 28, 1254.897385, 4376016.742211048, 0.422, NS
26, 9, 987.6728985, 3351021.092116598, 0.598, NS
37, 10, 1582.374488, 14584156.995074512, 0.003, dissimilar
27, 33, 1432.506165, 7572256.0498324605, 0.203, NS
29, 36, 1031.953817, 861301.8295541987, 0.98, similar
20, 36, 757.3889861, 1772927.3206306852, 0.643, NS
32, 31, 958.4128229, 1719988.2976969709, 1.0, similar
2, 34, 671.6624535, 3077449.8014382673, 0.355, NS
22, 6, 1259.453188, 2613507.3180080373, 0.515, NS
15, 30, 1048.045483, 3235246.8486819398, 0.459, NS
25, 18, 772.6242486, 4426537.840246156, 0.413, NS
31, 19, 845.4723732, 1333603.829310431, 0.944, NS
37, 30, 1091.17081, 2064238.834006457, 0.388, NS
33, 10, 1563.508707, 11616821.235839967, 0.024, dissimilar
16, 32, 1026.637416, 1235183.586410927, 0.999, similar
10, 19, 883.7669843, 1788766.2054043487, 0.983, similar
26, 3, 1389.369572, 7892869.922941432, 0.023, dissimilar
3, 31, 1115.124807, 1918442.7117649827, 0.966, similar
34, 6, 972.6474748, 3266708.152931073, 0.571, NS
13, 19, 689.9770724, 5434734.072359952, 0.319, NS
13, 3, 1367.636719, 12887453.582747284, 0.019, dissimilar
36, 27, 762.7570833, 5459207.875492383, 0.493, NS
35, 17, 1082.663185, 925774.0439890639, 1.0, similar
36, 20, 1190.808945, 6724448.675299967, 0.236, NS
21, 8, 828.5634251, 2429821.630581522, 0.568, NS
27, 23, 1192.312954, 1871552.9873077185, 0.866, NS
15, 25, 1130.826405, 976902.3235662977, 1.0, similar
10, 35, 1285.423506, 3712125.5376848564, 0.524, NS
5, 5, 859.2086954, 498969.5971459438, 0.994, similar
24, 8, 1163.643393, 2779014.5507624852, 0.752, NS
6, 16, 877.7894336, 3541591.4743484478, 0.86, NS
36, 37, 678.700927, 5018227.573542475, 0.531, NS
1, 11, 982.5935661, 3372622.5773775033, 0.575, NS
33, 16, 1163.444407, 2327801.590375852, 0.883, NS
37, 15, 770.7342382, 1751486.3331666475, 0.656, NS
6, 2, 992.3883975, 4128169.6953916317, 0.69, NS
34, 3, 1046.866325, 3545975.5019238465, 0.511, NS
11, 21, 1198.177873, 5591809.122209387, 0.308, NS
16, 36, 1054.062679, 776846.6608703195, 0.986, similar
27, 27, 894.3517385, 2495995.1509599327, 0.991, similar
18, 32, 1047.562342, 2711220.6933759646, 0.993, similar
3, 28, 1246.572799, 6558472.657828787, 0.28, NS
5, 18, 1227.705907, 2950422.2175760753, 0.514, NS
36, 28, 1041.54232, 2667876.195750499, 0.98, similar
19, 30, 1099.279808, 3213270.1500172107, 0.466, NS
22, 8, 1193.340437, 2950075.538155729, 0.463, NS
8, 34, 939.3609163, 607600.2392057682, 0.999, similar
15, 9, 1493.938771, 20414391.728866268, 0.01, dissimilar
31, 14, 712.2682624, 5249369.8439810835, 0.362, NS
33, 4, 1061.721224, 978054.2230922678, 0.991, similar
21, 35, 1145.386371, 1615422.9268067903, 0.891, NS
26, 15, 700.2446949, 2348424.356277621, 0.578, NS
33, 14, 820.6067837, 2993331.198683941, 0.658, NS
27, 8, 1055.523939, 2792798.972455297, 0.741, NS
25, 10, 1034.991567, 1110516.169709865, 1.0, similar
15, 29, 1190.726235, 7080746.066094696, 0.363, NS
36, 32, 1220.14747, 4909266.631337735, 0.553, NS
8, 25, 1033.665955, 438574.48647930316, 0.997, similar
9, 1, 995.4857297, 2508226.1578061464, 0.988, similar
22, 13, 1047.521647, 1060950.89440292, 1.0, similar
33, 20, 1058.458303, 1106530.4287384427, 0.994, similar
33, 29, 837.8610921, 3796128.180560673, 0.49, NS
20, 25, 902.0861255, 644221.0541451642, 0.999, similar
23, 26, 543.4340208, 4896774.694139476, 0.232, NS
7, 4, 1166.524632, 1794500.1899075666, 0.987, similar
35, 32, 785.1822713, 2837067.9388411376, 0.554, NS
15, 7, 1179.157873, 3668008.311101806, 0.817, NS
14, 16, 1043.631851, 3963018.153002963, 0.73, NS
21, 4, 1516.381809, 8594503.809984362, 0.02, dissimilar
1, 19, 1036.656468, 1101233.0157139949, 0.987, similar
2, 3, 1068.851966, 1118527.0989871202, 0.914, NS
19, 21, 795.9559033, 2612217.174436293, 0.791, NS
11, 4, 1108.34325, 1615339.493499265, 0.992, similar
27, 31, 836.6145329, 3189746.4904079377, 0.922, NS
4, 3, 813.5992747, 1489347.8937885372, 0.749, NS
13, 7, 567.0225759, 11514809.091944367, 0.138, NS
20, 32, 1049.997389, 1744857.5875995252, 0.993, similar
34, 34, 1290.702553, 3891990.565579456, 0.458, NS
30, 26, 906.8522138, 1306420.5101841344, 0.999, similar
35, 9, 1263.283218, 2879726.0509864525, 0.554, NS
33, 11, 968.9615635, 1888010.9094960075, 0.975, similar
35, 8, 615.9213533, 5284230.310914506, 0.089, NS
19, 34, 962.1874913, 1207757.4399505125, 1.0, similar
8, 36, 1205.227842, 1230516.53842996, 0.712, NS
20, 22, 533.6431391, 6681246.9118414195, 0.252, NS
28, 33, 871.7544033, 2419992.4249591664, 0.876, NS
10, 27, 984.1871861, 4295106.914766963, 0.659, NS
8, 35, 727.9791435, 2957830.091204874, 0.36, NS
9, 12, 1322.647003, 6995890.194715556, 0.379, NS
12, 20, 985.7693826, 1010191.8653100287, 1.0, similar
17, 26, 1061.144657, 2157578.275856662, 0.931, NS
13, 12, 1185.393903, 8423751.516289074, 0.328, NS
