Global BiFI value is: 621130650.0337
O, D, V1, V2, BI, p-value, BI_Result
(16, 19), 812.3597773, 411.9249594, 404118.3102, 0.510, NS
(2, 21), 923.5950864, 518.6934847, 442919.4959, 0.850, NS
(27, 19), 1069.50332, 453.6598874, 561862.1464, 0.100, NS
(3, 16), 1397.944097, 568.3126553, 694688.0527, 0.590, NS
(19, 12), 796.586549, 278.3725145, 393570.4738, 0.630, NS
(6, 33), 890.9385065, 616.9882216, 478744.9616, 0.000, NS
(17, 33), 1237.986098, 472.6056289, 623995.8585, 0.510, NS
(6, 24), 1207.008183, 511.5519652, 592652.5015, 0.650, NS
(6, 10), 1151.611507, 499.5199156, 551926.0788, 0.940, NS
(21, 14), 934.6798543, 631.5969114, 464242.7291, 0.540, NS
(37, 37), 1183.825412, 249.393696, 596887.2843, 0.390, NS
(22, 5), 1166.696923, 559.3926566, 590477.9373, 0.380, NS
(35, 25), 1443.444817, 573.7617087, 721279.3360, 0.550, NS
(6, 31), 1011.233111, 718.072395, 516143.0967, 0.200, NS
(11, 29), 974.8036977, 455.343137, 483494.9424, 0.540, NS
(5, 23), 1044.53925, 601.261773, 551637.3466, 0.150, NS
(12, 3), 715.8765495, 420.9153518, 359079.4701, 0.490, NS
(23, 12), 693.8312108, 558.8000561, 353148.9813, 0.260, NS
(27, 1), 971.8689461, 664.5408923, 472629.1373, 0.850, NS
(7, 12), 973.3221456, 476.9587961, 498969.8500, 0.130, NS
(32, 27), 1102.07291, 638.4337394, 556814.2162, 0.280, NS
(7, 33), 1198.327285, 409.9669253, 617422.0206, 0.140, NS
(24, 23), 824.7104772, 576.1687043, 413623.7454, 0.440, NS
(2, 1), 757.0556164, 590.0253882, 366039.9834, 0.840, NS
(37, 1), 888.7825895, 347.5395481, 455380.8657, 0.220, NS
(37, 29), 966.6195793, 333.389958, 480180.5968, 0.660, NS
(28, 12), 848.5609973, 356.4990361, 426159.1372, 0.400, NS
(11, 37), 670.2099077, 504.5834609, 328689.9005, 0.760, NS
(5, 6), 1332.904753, 432.3614041, 676931.1634, 0.490, NS
(10, 6), 656.0338565, 610.5256135, 336711.8138, 0.140, NS
(27, 20), 903.9946867, 386.5215972, 428656.0653, 0.970, NS
(25, 11), 977.4594535, 537.9815509, 493325.1150, 0.350, NS
(29, 16), 1259.995778, 346.1647421, 643549.9465, 0.260, NS
(25, 34), 1041.728608, 649.5171725, 559834.5294, 0.020, HH
(15, 2), 1091.532207, 590.5470469, 548570.5338, 0.370, NS
(23, 15), 1033.788649, 484.1398497, 512247.6630, 0.590, NS
(24, 34), 911.2435303, 553.0480925, 460871.8969, 0.360, NS
(19, 22), 835.8743667, 648.7544726, 407847.0975, 0.890, NS
(9, 31), 464.1427074, 458.5504232, 225457.1521, 0.850, NS
(12, 12), 1112.615732, 396.1485161, 534691.8312, 0.910, NS
(26, 2), 869.7203286, 466.8595922, 438435.2362, 0.410, NS
(22, 33), 965.5057759, 565.5380667, 473323.1421, 0.700, NS
(36, 7), 750.8568431, 418.8289042, 387515.5804, 0.110, NS
(16, 14), 942.6201342, 616.3820009, 475895.5937, 0.360, NS
(35, 27), 735.4349999, 438.2635833, 367633.7551, 0.590, NS
(24, 30), 959.8404738, 586.1151735, 474831.5358, 0.610, NS
(36, 34), 1101.170388, 474.7092589, 544051.1087, 0.690, NS
(12, 34), 1031.844229, 608.646287, 524507.2509, 0.310, NS
(35, 26), 888.9927609, 478.0391754, 437085.2146, 0.720, NS
(30, 6), 902.7511958, 669.0601391, 453583.8022, 0.450, NS
(24, 1), 1004.933847, 551.9497585, 485887.7816, 0.870, NS
(27, 14), 995.7063635, 410.7096096, 472402.9852, 1.000, NS
(16, 29), 1048.633289, 281.2991069, 534923.0687, 0.360, NS
(35, 19), 678.5276121, 570.0236584, 316683.5688, 0.940, NS
(34, 36), 997.8893692, 547.3048418, 491081.8751, 0.720, NS
(37, 6), 1302.280594, 580.7118851, 654160.7901, 0.470, NS
(23, 17), 917.0637854, 487.3470495, 475200.5981, 0.100, NS
(7, 26), 1074.133667, 516.2229477, 547090.4941, 0.290, NS
(6, 18), 1568.861839, 441.0216292, 769852.0903, 0.660, NS
(31, 2), 995.0834107, 508.447492, 509921.0652, 0.140, NS
(4, 25), 990.7654773, 509.9398111, 487498.4885, 0.660, NS
(18, 6), 1013.439299, 687.4306587, 508423.8539, 0.460, NS
(15, 27), 1017.462077, 385.781168, 511127.5819, 0.410, NS
(13, 27), 812.9089576, 369.3331801, 408374.9669, 0.470, NS
(17, 12), 666.4617794, 388.0556758, 342843.8432, 0.180, NS
(1, 35), 944.3142311, 578.7831311, 489283.7753, 0.250, NS
(25, 29), 1125.68421, 510.3450987, 553060.6842, 0.650, NS
(24, 18), 1313.375035, 390.7453525, 641839.3611, 0.770, NS
(23, 27), 781.6742121, 349.9134302, 378514.6185, 0.850, NS
(20, 7), 1028.211505, 554.098981, 532924.4922, 0.120, NS
(23, 21), 1072.18469, 451.9741967, 501066.8020, 0.970, NS
(21, 27), 1005.730212, 285.0946677, 488836.4122, 0.840, NS
(13, 25), 759.9522248, 671.3659976, 389282.4339, 0.180, NS
(17, 4), 960.9337968, 547.0712141, 485500.5021, 0.340, NS
(11, 19), 758.8149992, 428.238171, 367230.4043, 0.900, NS
(9, 5), 1193.357266, 463.2891757, 591155.8981, 0.580, NS
(9, 14), 1262.732755, 473.5645902, 634198.4764, 0.450, NS
(14, 35), 1353.643087, 485.7148008, 678973.8011, 0.530, NS
(24, 9), 1077.226365, 413.7897929, 534906.7268, 0.600, NS
(7, 25), 898.28693, 374.7731449, 475850.0968, 0.050, NS
(4, 11), 801.9361315, 389.445259, 404635.9545, 0.370, NS
(14, 23), 1246.250101, 588.2754841, 621511.5300, 0.570, NS
(28, 25), 975.6796961, 465.476371, 509539.2383, 0.090, NS
(29, 3), 760.8900943, 563.3026672, 385511.2807, 0.350, NS
(25, 22), 1073.484813, 529.6921615, 542786.5018, 0.350, NS
(6, 1), 1136.969045, 433.5856903, 557148.4353, 0.670, NS
(15, 32), 582.763194, 490.1075292, 274795.1313, 0.990, NS
(31, 11), 1091.099043, 417.1706643, 504409.8072, 0.990, NS
(2, 25), 873.3702286, 390.6511689, 415207.6244, 0.900, NS
(24, 12), 1476.637257, 459.2773459, 743406.7195, 0.380, NS
(19, 25), 1300.447529, 371.2740447, 655199.7044, 0.450, NS
(37, 34), 920.1408242, 535.2127812, 443558.1732, 0.840, NS
(16, 7), 1006.407237, 664.9321267, 516391.2843, 0.160, NS
(11, 32), 1029.390016, 608.8623764, 490844.3799, 0.980, NS
(21, 34), 1167.20101, 587.487065, 577059.0912, 0.600, NS
(34, 33), 996.43075, 444.8051648, 474138.5423, 0.950, NS
(15, 8), 657.155915, 541.7064083, 319912.0047, 0.870, NS
(18, 22), 972.2265315, 617.1060234, 481862.1031, 0.690, NS
(24, 22), 655.8536103, 410.112883, 322556.8577, 0.740, NS
(1, 4), 1195.402226, 561.6951959, 591189.4805, 0.660, NS
(36, 33), 1052.457545, 423.495163, 526265.7786, 0.490, NS
(30, 25), 963.4892609, 410.7756025, 484933.6195, 0.400, NS
(23, 19), 851.723944, 420.1564792, 442146.2458, 0.190, NS
(19, 13), 856.3271438, 530.6799218, 435038.1025, 0.270, NS
(37, 13), 976.4256847, 559.3892787, 506666.2612, 0.100, NS
(5, 29), 914.1590822, 354.758122, 440606.5317, 0.880, NS
(29, 32), 1035.377495, 421.7383726, 521168.4552, 0.410, NS
(5, 3), 893.846397, 515.7409537, 454879.2438, 0.370, NS
(8, 19), 995.3232639, 424.9835432, 476191.5713, 0.840, NS
(33, 28), 981.6440246, 669.1394892, 456594.3631, 1.000, NS
(26, 20), 1089.961494, 558.9432379, 519670.9180, 0.890, NS
(19, 36), 681.0598579, 488.3066339, 341850.0821, 0.530, NS
(19, 5), 692.142248, 409.0223514, 343892.4407, 0.560, NS
(19, 14), 936.5660301, 497.4557144, 481756.1053, 0.120, NS
(9, 28), 1014.997269, 473.0595412, 475840.8566, 1.000, NS
(29, 11), 1199.432555, 521.6395089, 590222.9091, 0.720, NS
(8, 23), 1042.084552, 388.8573601, 504189.1268, 0.760, NS
(37, 36), 688.763089, 490.8224359, 335753.9180, 0.820, NS
(25, 30), 1072.909544, 378.614772, 502673.9067, 0.960, NS
(11, 13), 1176.6213, 603.1486757, 587707.9190, 0.490, NS
(33, 30), 1013.220009, 390.9742931, 504699.9660, 0.560, NS
(10, 34), 1067.819795, 557.4783553, 566247.0662, 0.030, HH
(21, 33), 660.6336724, 553.2680057, 313500.8647, 0.920, NS
(13, 31), 882.7388409, 434.4599363, 454831.2172, 0.120, NS
(32, 25), 797.1370037, 442.1861035, 422028.0553, 0.040, LL
(9, 27), 1149.903432, 462.3379109, 562709.0614, 0.850, NS
(37, 33), 749.621861, 469.4224664, 376463.3595, 0.450, NS
(36, 16), 1086.701306, 449.8185981, 556553.9341, 0.140, NS
(29, 12), 1068.263626, 367.791818, 532685.6936, 0.530, NS
(5, 9), 1139.829778, 360.0318136, 555494.2925, 0.850, NS
(35, 23), 863.6737025, 621.4986124, 395889.1451, 0.950, NS
(36, 2), 1042.535617, 413.7770854, 535524.9641, 0.130, NS
(12, 31), 858.823595, 551.8782931, 417395.6933, 0.820, NS
(5, 28), 755.7149065, 557.5882681, 379167.5205, 0.480, NS
(11, 11), 884.7839425, 528.4049145, 440603.1343, 0.530, NS
(14, 31), 1252.785132, 413.5102992, 640966.0944, 0.200, NS
(16, 10), 845.0695451, 400.7634732, 430171.6114, 0.280, NS
(32, 7), 1202.300616, 677.1383059, 613636.7037, 0.180, NS
(7, 23), 1272.997686, 573.7151745, 637460.4016, 0.490, NS
(14, 19), 832.6538671, 706.7023736, 411390.6388, 0.690, NS
(19, 33), 1163.946907, 427.4379935, 557354.0070, 0.920, NS
(12, 26), 998.8726221, 369.5490326, 489209.4933, 0.740, NS
(21, 2), 697.9267437, 387.7450624, 360505.8213, 0.120, NS
(36, 1), 897.715202, 676.3406534, 457555.5688, 0.230, NS
(26, 37), 1357.431284, 560.0719435, 634810.0000, 0.990, NS
(9, 35), 750.3832995, 410.550876, 369197.5694, 0.690, NS
(34, 25), 1185.10638, 620.1417909, 618882.9774, 0.100, NS
(31, 20), 961.6003168, 575.1655489, 473707.4477, 0.690, NS
(21, 3), 674.1320623, 543.0607877, 344657.6225, 0.240, NS
(2, 31), 930.0056773, 385.5368276, 459045.0986, 0.670, NS
(4, 34), 898.3822962, 527.4962749, 464215.6131, 0.160, NS
(23, 2), 606.3544819, 353.0703028, 300564.9890, 0.580, NS
(10, 11), 1120.444636, 493.4217092, 552199.5215, 0.700, NS
(27, 3), 723.9157864, 580.8202366, 359588.4951, 0.580, NS
(35, 18), 1202.971011, 595.4382359, 624785.0905, 0.080, NS
(12, 14), 1123.003039, 692.7511826, 573375.0480, 0.170, NS
(31, 7), 921.6501388, 353.9193792, 434246.3287, 0.970, NS
(11, 31), 961.9291109, 697.9101216, 488219.6440, 0.190, NS
(22, 22), 1306.507667, 508.1884712, 663871.5732, 0.260, NS
(12, 2), 1098.876803, 478.2115407, 555562.7480, 0.270, NS
(6, 7), 1106.127833, 488.1447499, 572221.7576, 0.080, NS
(12, 33), 1112.44808, 479.3713444, 509553.1918, 0.990, NS
(22, 3), 1143.846831, 612.2061657, 577708.6379, 0.390, NS
(33, 7), 1104.790396, 267.3157909, 538587.5370, 0.760, NS
(31, 26), 708.6625096, 371.6805499, 356913.5571, 0.310, NS
(3, 11), 860.3734097, 632.8644132, 439817.2728, 0.270, NS
(15, 20), 1000.587222, 656.4445039, 489707.9089, 0.720, NS
(18, 27), 966.3680117, 707.538398, 483355.8707, 0.480, NS
(34, 31), 1138.838105, 545.1888871, 585949.3129, 0.140, NS
(11, 3), 1299.061288, 405.3291602, 663885.0085, 0.270, NS
(23, 6), 784.6036588, 469.1416912, 396929.3467, 0.340, NS
(4, 4), 1467.865593, 529.6776394, 742924.5039, 0.350, NS
(5, 34), 737.2775519, 375.746489, 369494.1065, 0.510, NS
(12, 13), 1192.935102, 492.1519092, 585692.0512, 0.800, NS
(16, 24), 1221.364591, 652.7384864, 595294.6225, 0.820, NS
(27, 5), 849.833452, 571.6649213, 458075.3125, 0.020, LL
(5, 37), 852.5012848, 501.3436703, 399313.6393, 0.980, NS
(11, 28), 578.8951562, 544.9458547, 295942.4503, 0.170, NS
(16, 20), 1094.325604, 405.6653635, 537530.2594, 0.770, NS
(25, 32), 684.3251947, 511.0368095, 359259.4287, 0.080, NS
(19, 10), 1151.635375, 535.4698719, 588832.4715, 0.230, NS
(17, 31), 1240.216283, 489.4939504, 631475.4818, 0.280, NS
(21, 10), 733.4768406, 422.0630768, 367254.8031, 0.480, NS
(13, 32), 762.7905871, 452.0343997, 384167.0543, 0.540, NS
(26, 35), 1066.858588, 426.402147, 524597.2704, 0.630, NS
(2, 6), 995.102621, 635.0396152, 498502.1049, 0.470, NS
(33, 32), 1148.647899, 366.4264927, 540620.6524, 0.970, NS
(22, 19), 733.5189565, 580.9518362, 363656.5084, 0.590, NS
(21, 13), 949.3383882, 693.2518481, 492516.8248, 0.090, NS
(26, 14), 711.7793165, 404.2014647, 344158.5038, 0.850, NS
(6, 14), 1044.245293, 345.5124511, 513507.0125, 0.680, NS
(25, 27), 1474.530022, 427.2320506, 721991.9977, 0.720, NS
(22, 15), 848.6850701, 465.2531054, 416890.7776, 0.680, NS
(19, 18), 993.6711681, 280.4863133, 498056.4425, 0.460, NS
(35, 4), 778.3262804, 345.4032371, 380608.7894, 0.740, NS
(17, 16), 1145.504691, 450.8897208, 578574.8655, 0.460, NS
(21, 31), 1118.032231, 406.1424466, 561506.6409, 0.420, NS
(6, 27), 1289.779878, 685.6291789, 647583.7859, 0.450, NS
(19, 1), 970.0707294, 472.4311561, 504110.8712, 0.050, NS
(18, 25), 618.1550712, 390.4009396, 306378.4156, 0.600, NS
(26, 13), 976.7232099, 523.2853817, 470327.6105, 0.860, NS
(31, 9), 1057.835054, 606.3292909, 525353.6756, 0.610, NS
(2, 18), 1200.562959, 443.694687, 594524.2444, 0.530, NS
(15, 17), 909.1907305, 557.6516082, 434398.9433, 0.970, NS
(27, 25), 973.927395, 529.370779, 486972.2469, 0.560, NS
(15, 4), 1174.106919, 475.8800823, 611516.9061, 0.100, NS
(9, 8), 1091.702485, 481.0222816, 541582.9282, 0.620, NS
(9, 11), 1499.977411, 491.946168, 715562.6843, 0.980, NS
(15, 5), 861.1727346, 759.2683093, 454818.5223, 0.080, NS
(23, 22), 1159.397154, 602.0945998, 584689.9529, 0.340, NS
(31, 13), 1415.149324, 398.2976723, 694092.6241, 0.820, NS
(29, 26), 980.1315593, 532.0117228, 484251.0671, 0.630, NS
(36, 36), 1293.060564, 545.3497026, 647772.7340, 0.540, NS
(37, 23), 1083.210391, 332.5761556, 549309.4447, 0.350, NS
(7, 36), 1167.727307, 632.6086335, 600469.4296, 0.190, NS
(2, 13), 1123.128046, 387.0513519, 565660.4393, 0.410, NS
(19, 7), 607.5896472, 527.70062, 305425.2424, 0.440, NS
(25, 21), 993.839688, 326.2320563, 463538.1151, 0.960, NS
(35, 33), 1260.455619, 525.6958173, 584464.4676, 0.950, NS
(17, 35), 1348.959892, 555.4737435, 663391.6997, 0.750, NS
(22, 21), 919.251213, 419.2838333, 456051.7551, 0.620, NS
(9, 2), 1023.08236, 449.8475122, 509271.2732, 0.550, NS
(9, 20), 1176.613133, 461.3053402, 597005.5093, 0.250, NS
(2, 5), 1355.461809, 680.1897033, 664930.7119, 0.530, NS
(30, 27), 1224.980871, 434.9037952, 610592.1402, 0.520, NS
(35, 37), 679.6965274, 495.3665287, 342934.6583, 0.420, NS
(32, 26), 912.91439, 637.1124458, 458720.2764, 0.420, NS
(26, 25), 716.923532, 480.1839592, 374488.3855, 0.150, NS
(3, 36), 816.6441756, 631.9518684, 394118.6354, 0.800, NS
(5, 4), 1110.675152, 642.2074782, 563505.2806, 0.370, NS
(6, 4), 873.4019401, 586.54957, 448270.2353, 0.260, NS
(3, 25), 1217.897178, 522.3918188, 617423.6740, 0.350, NS
(32, 23), 969.8281394, 416.1681751, 491080.1112, 0.410, NS
(36, 35), 1182.827036, 493.637456, 594440.4043, 0.490, NS
(5, 19), 1302.199207, 517.0484092, 700801.1578, 0.030, HH
(17, 6), 763.8775994, 542.5657629, 388458.7855, 0.260, NS
(4, 35), 1097.643691, 444.7997162, 547116.6467, 0.630, NS
(19, 31), 1038.976115, 606.8442272, 514857.7254, 0.640, NS
(12, 24), 774.9586674, 373.414009, 391715.1586, 0.320, NS
(14, 12), 1155.405455, 584.2520779, 569596.3566, 0.730, NS
(2, 11), 885.9097042, 465.7897548, 426735.1968, 0.880, NS
(37, 19), 1195.666336, 532.3834079, 605972.2292, 0.330, NS
(9, 30), 1512.296479, 400.3597521, 736174.2534, 0.840, NS
(37, 12), 1000.150379, 554.9727303, 531570.2089, 0.020, HH
(20, 33), 677.0952982, 291.2873987, 329372.8109, 0.800, NS
(35, 13), 1106.282262, 503.2484525, 520012.2232, 0.960, NS
(2, 29), 976.6493547, 397.2347887, 464919.7165, 0.910, NS
(2, 14), 892.7961827, 549.6457163, 439853.5401, 0.700, NS
(7, 19), 1148.535884, 607.6384989, 588629.3085, 0.200, NS
(16, 27), 801.7657276, 578.1235766, 396414.0002, 0.780, NS
(29, 34), 1169.926275, 499.346047, 559400.1402, 0.910, NS
(37, 4), 833.5495067, 716.7384413, 425543.9597, 0.350, NS
(19, 16), 603.5234748, 447.7694655, 287240.6895, 0.950, NS
(8, 6), 1258.031236, 596.8326143, 623583.4430, 0.530, NS
(4, 31), 981.941317, 504.6229315, 499833.0590, 0.340, NS
(3, 3), 889.9081533, 703.847497, 445561.0569, 0.400, NS
(5, 17), 1150.217534, 485.8239917, 582355.2887, 0.300, NS
(11, 9), 872.8851466, 421.2655517, 433504.8510, 0.650, NS
(11, 22), 1255.503751, 488.8529077, 626013.7225, 0.580, NS
(28, 19), 1127.918392, 725.9106559, 596134.8467, 0.040, HH
(23, 24), 613.2455036, 513.7745911, 289193.8135, 0.930, NS
(16, 25), 1097.996395, 371.0434769, 551182.9914, 0.520, NS
(9, 25), 858.0119105, 522.8475789, 421305.5950, 0.710, NS
(22, 30), 695.05402, 504.3590321, 353124.5615, 0.360, NS
(1, 5), 951.7551112, 501.4188849, 467600.6652, 0.720, NS
(33, 12), 999.5437132, 479.2124634, 468112.1006, 0.990, NS
(19, 27), 1234.485066, 466.3141899, 615555.4401, 0.600, NS
(6, 30), 850.661243, 409.2482965, 413122.8339, 0.870, NS
(19, 9), 418.4361558, 456.2079738, 210935.1845, 0.430, NS
(37, 2), 1085.203323, 626.3090074, 564886.6236, 0.150, NS
(15, 15), 983.8068332, 523.234319, 475598.7952, 0.900, NS
(33, 13), 1525.847432, 429.3259039, 726552.3850, 0.950, NS
(18, 34), 1103.880802, 544.2989249, 556974.6071, 0.350, NS
(8, 11), 1122.975285, 575.8395348, 557503.6829, 0.630, NS
(21, 20), 1045.31159, 632.9321555, 511527.8118, 0.670, NS
(28, 28), 1001.471984, 555.3170858, 510042.7791, 0.210, NS
(25, 2), 748.5081409, 557.6083947, 363817.5232, 0.800, NS
(21, 9), 999.2174973, 581.7879543, 494421.4596, 0.620, NS
(19, 23), 779.3042319, 386.6068403, 390710.2592, 0.520, NS
(33, 22), 887.1318584, 380.5392538, 418020.0334, 1.000, NS
(13, 22), 989.7010003, 340.0538698, 506782.9102, 0.140, NS
(19, 29), 864.7908745, 517.9161497, 441826.8738, 0.240, NS
(33, 23), 1103.044229, 376.0471202, 530466.8900, 0.870, NS
(25, 13), 723.9765961, 560.5667725, 359810.2998, 0.510, NS
(18, 11), 1116.852888, 761.9466351, 579304.9179, 0.030, HH
(33, 33), 862.7533626, 556.7261063, 399179.2741, 0.990, NS
(5, 15), 1250.750367, 379.3243075, 574953.5540, 0.990, NS
(3, 12), 1181.780191, 435.3102762, 603100.2028, 0.270, NS
(37, 26), 1149.714939, 493.0637537, 575456.1283, 0.490, NS
(4, 36), 822.6091626, 347.8014385, 384230.3360, 0.940, NS
(30, 36), 707.3887365, 651.6431639, 357658.5846, 0.380, NS
(36, 6), 1248.400407, 443.0115299, 630891.6784, 0.370, NS
(2, 19), 1135.090913, 496.0813808, 561233.4543, 0.670, NS
(30, 3), 1021.977188, 581.2979416, 504211.1160, 0.650, NS
(13, 5), 677.6806435, 536.4109001, 346455.4817, 0.240, NS
(3, 35), 1041.174613, 394.2633312, 529329.8381, 0.490, NS
(5, 30), 1032.588705, 482.2281572, 481927.6238, 0.950, NS
(6, 25), 976.7637117, 454.4294182, 508628.0466, 0.150, NS
(15, 11), 708.8344815, 541.3840001, 354840.7295, 0.490, NS
(11, 17), 1013.912936, 584.0937521, 507299.6429, 0.480, NS
(24, 28), 644.7849197, 551.9275443, 314095.3196, 0.810, NS
(25, 12), 1237.581422, 442.114918, 628137.6100, 0.230, NS
(15, 18), 1046.175817, 591.6636188, 523677.5187, 0.430, NS
(7, 7), 1151.408796, 693.2631708, 620977.0344, 0.000, NS
(28, 36), 1048.359829, 522.2394666, 543782.3168, 0.130, NS
(8, 27), 1051.456751, 544.0565708, 521380.5727, 0.570, NS
(23, 16), 905.5914894, 463.6322951, 461315.4023, 0.280, NS
(2, 28), 877.6025334, 513.6158837, 405285.1041, 0.990, NS
(29, 6), 715.9927671, 411.3437699, 361518.1465, 0.340, NS
(11, 15), 805.4697878, 247.1803597, 385083.7201, 0.920, NS
(7, 3), 1028.940417, 420.8590539, 511106.0495, 0.580, NS
(15, 34), 1006.719038, 493.1955148, 538938.2906, 0.010, HH
(32, 35), 1186.695721, 412.6537124, 625075.9677, 0.050, NS
(21, 30), 931.8312782, 468.348121, 473653.8882, 0.320, NS
(9, 24), 956.1601198, 314.8946983, 502860.4111, 0.010, HH
(28, 35), 1204.920074, 605.8406497, 620842.1259, 0.110, NS
(19, 19), 716.350248, 611.3832748, 340612.7297, 0.970, NS
(32, 4), 1154.014239, 524.6271669, 594929.4413, 0.100, NS
(28, 34), 896.2368441, 418.1954038, 463523.8558, 0.110, NS
(36, 11), 957.4130815, 416.0822819, 493892.0607, 0.100, NS
(27, 37), 1315.931709, 401.9742676, 632305.9149, 0.950, NS
(24, 29), 980.5580618, 330.5563641, 481603.2771, 0.720, NS
(12, 7), 833.3387101, 453.6174542, 421478.3915, 0.320, NS
(34, 19), 963.1309535, 532.8553881, 466307.4031, 0.890, NS
(21, 11), 981.4489301, 472.4286716, 512927.6495, 0.070, NS
(8, 12), 826.0948512, 482.8205953, 403877.7761, 0.770, NS
(10, 23), 1012.665604, 596.5529864, 522603.6015, 0.200, NS
(18, 28), 1421.604893, 434.5570733, 724098.6542, 0.240, NS
(16, 21), 847.2674065, 532.4595979, 403645.3597, 0.950, NS
(36, 23), 1190.856733, 530.6770125, 598833.6274, 0.460, NS
(28, 16), 878.4314566, 690.5971963, 443858.8336, 0.350, NS
(1, 26), 1006.587493, 585.5195237, 493677.4530, 0.780, NS
(25, 6), 1054.372108, 464.6469945, 521698.0602, 0.680, NS
(35, 7), 768.9936701, 523.5005693, 387810.1919, 0.440, NS
(19, 2), 1000.062683, 562.7134897, 503739.6764, 0.380, NS
(6, 26), 1205.095412, 726.5230921, 622420.0245, 0.150, NS
(21, 26), 830.5355653, 348.4019211, 408920.3551, 0.670, NS
(16, 23), 854.6992246, 642.950948, 422905.3798, 0.570, NS
(16, 22), 858.1537921, 326.5319098, 416007.3314, 0.880, NS
(21, 32), 629.191032, 528.3215392, 310410.9098, 0.760, NS
(12, 5), 1417.285689, 497.8161851, 698931.1829, 0.670, NS
(33, 5), 926.3019611, 406.6884777, 439375.2965, 0.860, NS
(6, 15), 1054.682315, 347.2974331, 500975.8307, 0.980, NS
(11, 34), 1082.598258, 449.2318227, 581927.0018, 0.010, HH
(19, 3), 1001.429894, 437.3099476, 505173.9777, 0.460, NS
(1, 28), 1149.611942, 609.4326064, 563164.0432, 0.780, NS
(16, 34), 1215.588576, 433.4017074, 627508.2931, 0.160, NS
(20, 26), 949.1978175, 255.7406555, 461136.8338, 0.740, NS
(26, 32), 923.7622325, 511.0484732, 463616.0300, 0.530, NS
(23, 13), 1065.075903, 619.6708293, 547234.4638, 0.180, NS
(26, 22), 872.1410698, 555.7295319, 454225.0177, 0.110, NS
(7, 32), 1220.165497, 479.8371348, 628776.5458, 0.120, NS
(5, 10), 1054.926645, 364.6120404, 486757.7254, 1.000, NS
(6, 20), 892.3680485, 577.4979885, 425038.1156, 0.910, NS
(24, 4), 1219.712644, 694.5814442, 604431.0847, 0.620, NS
(12, 35), 1231.307277, 631.6282864, 600002.3384, 0.750, NS
(33, 15), 1237.076627, 524.7243989, 635713.0640, 0.160, NS
(5, 8), 1172.848062, 411.0446503, 555694.7943, 0.940, NS
(37, 18), 1090.03281, 636.9606202, 534609.2415, 0.760, NS
(2, 37), 1091.50251, 480.4854399, 540512.0099, 0.510, NS
(14, 28), 853.7237313, 365.1346936, 449006.6728, 0.030, LL
(23, 32), 953.3290663, 483.2993343, 479862.3857, 0.400, NS
(13, 28), 807.9383305, 504.946363, 404067.9522, 0.550, NS
(2, 7), 1179.186679, 331.5179761, 570358.8643, 0.800, NS
(16, 33), 863.1169499, 620.8831034, 424775.1954, 0.640, NS
(7, 6), 1305.918949, 609.6630397, 667309.9925, 0.240, NS
(16, 15), 1163.74931, 455.2821569, 584288.7668, 0.470, NS
(20, 6), 1219.787068, 407.5753658, 608832.4988, 0.470, NS
(30, 16), 1179.884773, 459.3420971, 576668.8732, 0.790, NS
(14, 11), 945.2671216, 534.8595266, 476005.1229, 0.370, NS
(18, 16), 997.3337185, 435.5939266, 492416.6317, 0.740, NS
(23, 30), 940.7070158, 449.2137269, 484438.2497, 0.170, NS
(31, 22), 590.5059295, 330.2958029, 292548.1084, 0.570, NS
(23, 1), 1203.606733, 412.6402656, 596923.8251, 0.530, NS
(11, 36), 1243.229182, 560.1277042, 593478.5921, 0.920, NS
(15, 36), 1150.099762, 505.1478021, 554964.7226, 0.810, NS
(7, 11), 909.0359189, 478.4018611, 467332.5816, 0.120, NS
(11, 6), 1385.867758, 425.0346886, 704749.8479, 0.280, NS
(6, 23), 783.3562707, 540.0076551, 413527.5658, 0.060, NS
(22, 20), 915.6757257, 550.6079574, 436562.6164, 0.880, NS
(13, 26), 659.4438017, 308.1900381, 324995.1785, 0.670, NS
(36, 5), 1072.611421, 636.2165054, 546788.4755, 0.300, NS
(9, 37), 977.1962846, 436.6732369, 479231.7577, 0.750, NS
(16, 37), 1097.3513, 517.1058654, 560021.0217, 0.310, NS
(27, 28), 995.353455, 511.2126624, 505929.0080, 0.280, NS
(12, 37), 905.2654906, 503.1622106, 457636.9377, 0.300, NS
(33, 31), 688.8312166, 465.8593088, 334724.1138, 0.760, NS
(7, 5), 1079.512325, 485.4355869, 594312.6794, 0.010, HH
(1, 32), 1445.53757, 573.4397517, 734086.9130, 0.400, NS
(25, 1), 1024.93519, 648.4824665, 485409.1618, 0.980, NS
(15, 28), 1129.317219, 417.1212938, 570286.8741, 0.340, NS
(35, 1), 933.9712959, 359.8276781, 481987.7161, 0.150, NS
(36, 10), 1159.620489, 541.0037324, 574540.6247, 0.610, NS
(1, 31), 1010.473413, 596.0639692, 512229.6381, 0.500, NS
(27, 12), 880.0356991, 469.1729439, 459175.7328, 0.020, LL
(22, 25), 1081.622398, 631.2450031, 536415.5444, 0.620, NS
(37, 5), 1410.616568, 489.6909022, 723876.9598, 0.320, NS
(23, 37), 1159.912743, 526.3972848, 584930.6934, 0.290, NS
(21, 28), 714.9329917, 584.300165, 358860.5193, 0.500, NS
(27, 9), 964.0163174, 618.728308, 472637.5678, 0.830, NS
